country,code,dates,rate,Gender,Country Name,Country Code,Date,Rates
Low income,LIC,1996.0,38.8050498962402,Female,,,,
Lower middle income,LMC,1996.0,46.744571685791,Female,,,,
Low & middle income,LMY,1996.0,64.8551712036133,Female,,,,
Late-demographic dividend,LTE,1996.0,80.1270217895508,Female,,,,
Middle East & North Africa,MEA,1996.0,53.3722915649414,Female,,,,
Middle income,MIC,1996.0,66.5597534179688,Female,,,,
Middle East & North Africa (excluding high income),MNA,1996.0,51.2504997253418,Female,,,,
New Caledonia,NCL,1996.0,95.0,Female,,,,
Other small states,OSS,1996.0,73.5185699462891,Female,,,,
Pre-demographic dividend,PRE,1996.0,43.2214508056641,Female,,,,
South Asia,SAS,1996.0,37.3126487731934,Female,,,,
Sub-Saharan Africa (excluding high income),SSA,1996.0,46.0622901916504,Female,,,,
Sub-Saharan Africa,SSF,1996.0,46.0691604614258,Female,,,,
Small states,SST,1996.0,77.8708190917969,Female,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,1996.0,76.6330032348633,Female,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,1996.0,95.094367980957,Female,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,1996.0,86.3856811523438,Female,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,1996.0,50.9828910827637,Female,,,,
Tonga,TON,1996.0,99.0,Female,,,,
South Asia (IDA & IBRD),TSA,1996.0,37.3126487731934,Female,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,1996.0,46.0691604614258,Female,,,,
Upper middle income,UMC,1996.0,78.3533172607422,Female,,,,
Uruguay,URY,1996.0,97.0,Female,,,,
World,WLD,1996.0,71.1043014526367,Female,,,,
South Africa,ZAF,1996.0,81.0,Female,,,,
Africa Eastern and Southern,AFE,1997.0,52.9156608581543,Female,,,,
Africa Western and Central,AFW,1997.0,38.4017601013184,Female,,,,
Arab World,ARB,1997.0,49.370548248291,Female,,,,
Caribbean small states,CSS,1997.0,89.8688812255859,Female,,,,
East Asia & Pacific (excluding high income),EAP,1997.0,85.0124282836914,Female,,,,
Early-demographic dividend,EAR,1997.0,54.7390594482422,Female,,,,
East Asia & Pacific,EAS,1997.0,84.8733367919922,Female,,,,
Europe & Central Asia (excluding high income),ECA,1997.0,91.8075714111328,Female,,,,
Europe & Central Asia,ECS,1997.0,95.0500106811523,Female,,,,
Fragile and conflict affected situations,FCS,1997.0,54.3899688720703,Female,,,,
Heavily indebted poor countries (HIPC),HPC,1997.0,38.865650177002,Female,,,,
IBRD only,IBD,1997.0,74.2135162353516,Female,,,,
IDA & IBRD total,IBT,1997.0,68.9121704101562,Female,,,,
IDA total,IDA,1997.0,44.8454284667969,Female,,,,
IDA blend,IDB,1997.0,48.4611206054688,Female,,,,
IDA only,IDX,1997.0,43.1004104614258,Female,,,,
Latin America & Caribbean (excluding high income),LAC,1997.0,86.3761978149414,Female,,,,
Latin America & Caribbean,LCN,1997.0,87.060676574707,Female,,,,
Least developed countries: UN classification,LDC,1997.0,39.3873405456543,Female,,,,
Low income,LIC,1997.0,39.6609497070312,Female,,,,
Lower middle income,LMC,1997.0,47.708911895752,Female,,,,
Low & middle income,LMY,1997.0,68.4349822998047,Female,,,,
Late-demographic dividend,LTE,1997.0,86.949348449707,Female,,,,
Middle East & North Africa,MEA,1997.0,54.7637901306152,Female,,,,
Middle income,MIC,1997.0,70.3277816772461,Female,,,,
Middle East & North Africa (excluding high income),MNA,1997.0,52.6767387390137,Female,,,,
Mozambique,MOZ,1997.0,25.0,Female,,,,
Other small states,OSS,1997.0,74.0489196777344,Female,,,,
Pre-demographic dividend,PRE,1997.0,44.3054618835449,Female,,,,
West Bank and Gaza,PSE,1997.0,80.0,Female,,,,
Qatar,QAT,1997.0,81.0,Female,,,,
South Asia,SAS,1997.0,38.3096199035645,Female,,,,
Sub-Saharan Africa (excluding high income),SSA,1997.0,47.1424217224121,Female,,,,
Sub-Saharan Africa,SSF,1997.0,47.1491584777832,Female,,,,
Small states,SST,1997.0,78.30078125,Female,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,1997.0,84.7990188598633,Female,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,1997.0,95.2531661987305,Female,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,1997.0,86.676399230957,Female,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,1997.0,52.4099884033203,Female,,,,
South Asia (IDA & IBRD),TSA,1997.0,38.3096199035645,Female,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,1997.0,47.1491584777832,Female,,,,
Upper middle income,UMC,1997.0,84.6334915161133,Female,,,,
World,WLD,1997.0,73.9001007080078,Female,,,,
Africa Eastern and Southern,AFE,1998.0,53.2861709594727,Female,,,,
Africa Western and Central,AFW,1998.0,39.6568298339844,Female,,,,
Arab World,ARB,1998.0,50.7868881225586,Female,,,,
Cote d'Ivoire,CIV,1998.0,28.0,Female,,,,
Caribbean small states,CSS,1998.0,90.1499633789062,Female,,,,
East Asia & Pacific (excluding high income),EAP,1998.0,85.5623626708984,Female,,,,
Early-demographic dividend,EAR,1998.0,57.5786781311035,Female,,,,
East Asia & Pacific,EAS,1998.0,85.4015884399414,Female,,,,
Europe & Central Asia (excluding high income),ECA,1998.0,92.1829605102539,Female,,,,
Europe & Central Asia,ECS,1998.0,95.2974700927734,Female,,,,
Fragile and conflict affected situations,FCS,1998.0,55.060920715332,Female,,,,
Heavily indebted poor countries (HIPC),HPC,1998.0,39.3017501831055,Female,,,,
IBRD only,IBD,1998.0,75.7675628662109,Female,,,,
IDA & IBRD total,IBT,1998.0,70.3898010253906,Female,,,,
IDA total,IDA,1998.0,46.1753807067871,Female,,,,
IDA blend,IDB,1998.0,49.4837188720703,Female,,,,
IDA only,IDX,1998.0,44.5716705322266,Female,,,,
Cambodia,KHM,1998.0,57.0,Female,,,,
Latin America & Caribbean (excluding high income),LAC,1998.0,86.7826538085938,Female,,,,
Latin America & Caribbean,LCN,1998.0,87.4570083618164,Female,,,,
Least developed countries: UN classification,LDC,1998.0,40.9749488830566,Female,,,,
Low income,LIC,1998.0,40.402759552002,Female,,,,
Lower middle income,LMC,1998.0,50.9404716491699,Female,,,,
Low & middle income,LMY,1998.0,69.939826965332,Female,,,,
Late-demographic dividend,LTE,1998.0,87.4426727294922,Female,,,,
Middle East & North Africa,MEA,1998.0,56.2225914001465,Female,,,,
Middle income,MIC,1998.0,71.8905563354492,Female,,,,
Mali,MLI,1998.0,12.0,Female,,,,
Middle East & North Africa (excluding high income),MNA,1998.0,54.1214790344238,Female,,,,
Malawi,MWI,1998.0,54.0,Female,,,,
Other small states,OSS,1998.0,74.7796783447266,Female,,,,
Pakistan,PAK,1998.0,29.0,Female,,,,
Pre-demographic dividend,PRE,1998.0,44.9764213562012,Female,,,,
South Asia,SAS,1998.0,42.8381118774414,Female,,,,
Sub-Saharan Africa (excluding high income),SSA,1998.0,47.8527412414551,Female,,,,
Sub-Saharan Africa,SSF,1998.0,47.8593482971191,Female,,,,
Small states,SST,1998.0,78.8684463500977,Female,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,1998.0,85.3586502075195,Female,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,1998.0,95.7154388427734,Female,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,1998.0,87.092643737793,Female,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,1998.0,53.8565483093262,Female,,,,
South Asia (IDA & IBRD),TSA,1998.0,42.8381118774414,Female,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,1998.0,47.8593482971191,Female,,,,
Upper middle income,UMC,1998.0,85.1827087402344,Female,,,,
World,WLD,1998.0,75.0516586303711,Female,,,,
Africa Eastern and Southern,AFE,1999.0,54.1241188049316,Female,,,,
Africa Western and Central,AFW,1999.0,40.6893005371094,Female,,,,
Arab World,ARB,1999.0,52.1447982788086,Female,,,,
Azerbaijan,AZE,1999.0,98.0,Female,,,,
Belarus,BLR,1999.0,99.0,Female,,,,
Caribbean small states,CSS,1999.0,90.4337615966797,Female,,,,
East Asia & Pacific (excluding high income),EAP,1999.0,85.9904708862305,Female,,,,
Early-demographic dividend,EAR,1999.0,58.4230194091797,Female,,,,
East Asia & Pacific,EAS,1999.0,85.8446578979492,Female,,,,
Europe & Central Asia (excluding high income),ECA,1999.0,92.415657043457,Female,,,,
Europe & Central Asia,ECS,1999.0,95.4518280029297,Female,,,,
Fragile and conflict affected situations,FCS,1999.0,55.6824798583984,Female,,,,
Heavily indebted poor countries (HIPC),HPC,1999.0,40.0975494384766,Female,,,,
IBRD only,IBD,1999.0,76.2659225463867,Female,,,,
IDA & IBRD total,IBT,1999.0,70.9259872436523,Female,,,,
IDA total,IDA,1999.0,47.1303787231445,Female,,,,
IDA blend,IDB,1999.0,50.5296592712402,Female,,,,
IDA only,IDX,1999.0,45.4778785705566,Female,,,,
Jamaica,JAM,1999.0,86.0,Female,,,,
Kazakhstan,KAZ,1999.0,99.0,Female,,,,
Kyrgyz Republic,KGZ,1999.0,98.0,Female,,,,
Latin America & Caribbean (excluding high income),LAC,1999.0,87.1758422851562,Female,,,,
Latin America & Caribbean,LCN,1999.0,87.82470703125,Female,,,,
Least developed countries: UN classification,LDC,1999.0,41.9281883239746,Female,,,,
Low income,LIC,1999.0,41.050708770752,Female,,,,
Lower middle income,LMC,1999.0,51.8674812316895,Female,,,,
Low & middle income,LMY,1999.0,70.4912567138672,Female,,,,
Late-demographic dividend,LTE,1999.0,87.8346099853516,Female,,,,
Middle East & North Africa,MEA,1999.0,57.6296882629395,Female,,,,
Middle income,MIC,1999.0,72.4497680664062,Female,,,,
Middle East & North Africa (excluding high income),MNA,1999.0,55.5533790588379,Female,,,,
Other small states,OSS,1999.0,75.3600463867188,Female,,,,
Pre-demographic dividend,PRE,1999.0,45.9284896850586,Female,,,,
South Asia,SAS,1999.0,43.8919486999512,Female,,,,
Solomon Islands,SLB,1999.0,69.0,Female,,,,
Sub-Saharan Africa (excluding high income),SSA,1999.0,48.764461517334,Female,,,,
Sub-Saharan Africa,SSF,1999.0,48.7709312438965,Female,,,,
Small states,SST,1999.0,79.3335113525391,Female,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,1999.0,85.7942886352539,Female,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,1999.0,95.8154830932617,Female,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,1999.0,87.4782409667969,Female,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,1999.0,55.2925300598145,Female,,,,
South Asia (IDA & IBRD),TSA,1999.0,43.8919486999512,Female,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,1999.0,48.7709312438965,Female,,,,
Upper middle income,UMC,1999.0,85.6735763549805,Female,,,,
Viet Nam,VNM,1999.0,87.0,Female,,,,
World,WLD,1999.0,75.4796676635742,Female,,,,
Zambia,ZMB,1999.0,60.0,Female,,,,
Aruba,ABW,2000.0,97.0,Female,,,,
Africa Eastern and Southern,AFE,2000.0,54.8834800720215,Female,,,,
Africa Western and Central,AFW,2000.0,35.9609794616699,Female,,,,
Arab World,ARB,2000.0,53.4153785705566,Female,,,,
Burundi,BDI,2000.0,52.0,Female,,,,
Bosnia and Herzegovina,BIH,2000.0,94.0,Female,,,,
Brazil,BRA,2000.0,87.0,Female,,,,
Central African Republic,CAF,2000.0,35.0,Female,,,,
China,CHN,2000.0,87.0,Female,,,,
Cote d'Ivoire,CIV,2000.0,39.0,Female,,,,
Cameroon,CMR,2000.0,59.0,Female,,,,
Comoros,COM,2000.0,63.0,Female,,,,
Cabo Verde,CPV,2000.0,69.4445571899414,Female,,,,
Costa Rica,CRI,2000.0,95.0,Female,,,,
Caribbean small states,CSS,2000.0,90.7227020263672,Female,,,,
East Asia & Pacific (excluding high income),EAP,2000.0,86.4837112426758,Female,,,,
Early-demographic dividend,EAR,2000.0,59.3237991333008,Female,,,,
East Asia & Pacific,EAS,2000.0,86.3198089599609,Female,,,,
Europe & Central Asia (excluding high income),ECA,2000.0,92.3821411132812,Female,,,,
Europe & Central Asia,ECS,2000.0,95.4768295288086,Female,,,,
Estonia,EST,2000.0,100.0,Female,,,,
Fragile and conflict affected situations,FCS,2000.0,53.6383399963379,Female,,,,
Ghana,GHA,2000.0,50.0,Female,,,,
"Gambia, The",GMB,2000.0,25.0,Female,,,,
Guinea-Bissau,GNB,2000.0,27.0,Female,,,,
Equatorial Guinea,GNQ,2000.0,82.0,Female,,,,
Guam,GUM,2000.0,99.5699996948242,Female,,,,
Heavily indebted poor countries (HIPC),HPC,2000.0,41.1893692016602,Female,,,,
IBRD only,IBD,2000.0,76.7907180786133,Female,,,,
IDA & IBRD total,IBT,2000.0,71.2205276489258,Female,,,,
IDA total,IDA,2000.0,46.6376800537109,Female,,,,
IDA blend,IDB,2000.0,46.9897804260254,Female,,,,
IDA only,IDX,2000.0,46.4659805297852,Female,,,,
Iraq,IRQ,2000.0,64.0,Female,,,,
Kenya,KEN,2000.0,78.0,Female,,,,
Latin America & Caribbean (excluding high income),LAC,2000.0,87.5532531738281,Female,,,,
Lao PDR,LAO,2000.0,58.0,Female,,,,
Latin America & Caribbean,LCN,2000.0,88.1842727661133,Female,,,,
Least developed countries: UN classification,LDC,2000.0,42.7820892333984,Female,,,,
Low income,LIC,2000.0,41.6878509521484,Female,,,,
Lower middle income,LMC,2000.0,52.1195602416992,Female,,,,
Low & middle income,LMY,2000.0,70.789680480957,Female,,,,
Lesotho,LSO,2000.0,92.0,Female,,,,
Late-demographic dividend,LTE,2000.0,88.1921081542969,Female,,,,
Latvia,LVA,2000.0,100.0,Female,,,,
Moldova,MDA,2000.0,95.0,Female,,,,
Madagascar,MDG,2000.0,65.0,Female,,,,
Maldives,MDV,2000.0,96.0,Female,,,,
Middle East & North Africa,MEA,2000.0,58.9530715942383,Female,,,,
Mexico,MEX,2000.0,89.0,Female,,,,
Middle income,MIC,2000.0,72.7409133911133,Female,,,,
Myanmar,MMR,2000.0,86.0,Female,,,,
Middle East & North Africa (excluding high income),MNA,2000.0,56.8886184692383,Female,,,,
Mongolia,MNG,2000.0,98.0,Female,,,,
Mauritania,MRT,2000.0,43.0,Female,,,,
Mauritius,MUS,2000.0,81.0,Female,,,,
Other small states,OSS,2000.0,75.2136306762695,Female,,,,
Panama,PAN,2000.0,91.0,Female,,,,
Philippines,PHL,2000.0,93.0,Female,,,,
Papua New Guinea,PNG,2000.0,51.0,Female,,,,
Pre-demographic dividend,PRE,2000.0,44.0108795166016,Female,,,,
Rwanda,RWA,2000.0,60.0,Female,,,,
South Asia,SAS,2000.0,44.9287490844727,Female,,,,
Saudi Arabia,SAU,2000.0,69.0,Female,,,,
Sudan,SDN,2000.0,52.0,Female,,,,
Singapore,SGP,2000.0,89.0,Female,,,,
Sub-Saharan Africa (excluding high income),SSA,2000.0,47.3392486572266,Female,,,,
Sub-Saharan Africa,SSF,2000.0,47.3460006713867,Female,,,,
Small states,SST,2000.0,79.3312301635742,Female,,,,
Eswatini,SWZ,2000.0,80.0,Female,,,,
Chad,TCD,2000.0,13.0,Female,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,2000.0,86.2959213256836,Female,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,2000.0,95.8181762695312,Female,,,,
Togo,TGO,2000.0,38.0,Female,,,,
Thailand,THA,2000.0,91.0,Female,,,,
Tajikistan,TJK,2000.0,99.0,Female,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2000.0,87.8553085327148,Female,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,2000.0,56.6311988830566,Female,,,,
South Asia (IDA & IBRD),TSA,2000.0,44.9287490844727,Female,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,2000.0,47.3460006713867,Female,,,,
Trinidad and Tobago,TTO,2000.0,97.0999984741211,Female,,,,
Upper middle income,UMC,2000.0,86.1647186279297,Female,,,,
Uzbekistan,UZB,2000.0,98.0,Female,,,,
Viet Nam,VNM,2000.0,87.0,Female,,,,
World,WLD,2000.0,75.6943511962891,Female,,,,
Africa Eastern and Southern,AFE,2001.0,55.6412506103516,Female,,,,
Africa Western and Central,AFW,2001.0,37.2136192321777,Female,,,,
Angola,AGO,2001.0,54.0,Female,,,,
Albania,ALB,2001.0,98.0,Female,,,,
Arab World,ARB,2001.0,54.7703285217285,Female,,,,
Argentina,ARG,2001.0,97.0,Female,,,,
Armenia,ARM,2001.0,99.0,Female,,,,
Antigua and Barbuda,ATG,2001.0,99.0,Female,,,,
Bangladesh,BGD,2001.0,41.0,Female,,,,
Bulgaria,BGR,2001.0,98.0,Female,,,,
Bahrain,BHR,2001.0,84.0,Female,,,,
Belize,BLZ,2001.0,81.3000030517578,Female,,,,
Bolivia,BOL,2001.0,81.0,Female,,,,
Brunei Darussalam,BRN,2001.0,90.0,Female,,,,
"Congo, Dem. Rep.",COD,2001.0,54.0,Female,,,,
Caribbean small states,CSS,2001.0,90.9726333618164,Female,,,,
Cyprus,CYP,2001.0,95.0,Female,,,,
East Asia & Pacific (excluding high income),EAP,2001.0,86.9706573486328,Female,,,,
Early-demographic dividend,EAR,2001.0,60.1137390136719,Female,,,,
East Asia & Pacific,EAS,2001.0,86.7910385131836,Female,,,,
Europe & Central Asia (excluding high income),ECA,2001.0,92.6148223876953,Female,,,,
Europe & Central Asia,ECS,2001.0,95.6156234741211,Female,,,,
Ecuador,ECU,2001.0,90.0,Female,,,,
Fragile and conflict affected situations,FCS,2001.0,54.2649383544922,Female,,,,
Greece,GRC,2001.0,94.0,Female,,,,
Honduras,HND,2001.0,80.0,Female,,,,
Heavily indebted poor countries (HIPC),HPC,2001.0,42.2231483459473,Female,,,,
Croatia,HRV,2001.0,97.0,Female,,,,
IBRD only,IBD,2001.0,77.2893829345703,Female,,,,
IDA & IBRD total,IBT,2001.0,71.7464904785156,Female,,,,
IDA total,IDA,2001.0,47.5605201721191,Female,,,,
IDA blend,IDB,2001.0,47.9043006896973,Female,,,,
IDA only,IDX,2001.0,47.3915481567383,Female,,,,
India,IND,2001.0,48.0,Female,,,,
Italy,ITA,2001.0,98.0,Female,,,,
Latin America & Caribbean (excluding high income),LAC,2001.0,87.6823577880859,Female,,,,
Lao PDR,LAO,2001.0,61.0,Female,,,,
Latin America & Caribbean,LCN,2001.0,88.3169021606445,Female,,,,
Least developed countries: UN classification,LDC,2001.0,43.7628402709961,Female,,,,
Low income,LIC,2001.0,42.4987602233887,Female,,,,
Sri Lanka,LKA,2001.0,89.0,Female,,,,
Lower middle income,LMC,2001.0,53.0787086486816,Female,,,,
Low & middle income,LMY,2001.0,71.3273391723633,Female,,,,
Late-demographic dividend,LTE,2001.0,88.5968399047852,Female,,,,
Lithuania,LTU,2001.0,100.0,Female,,,,
"Macao SAR, China",MAC,2001.0,88.0,Female,,,,
Middle East & North Africa,MEA,2001.0,60.3362083435059,Female,,,,
Middle income,MIC,2001.0,73.2731628417969,Female,,,,
Middle East & North Africa (excluding high income),MNA,2001.0,58.3152503967285,Female,,,,
Namibia,NAM,2001.0,84.0,Female,,,,
Niger,NER,2001.0,9.0,Female,,,,
Nicaragua,NIC,2001.0,77.0,Female,,,,
Nepal,NPL,2001.0,35.0,Female,,,,
Other small states,OSS,2001.0,75.7852325439453,Female,,,,
Pre-demographic dividend,PRE,2001.0,45.1035194396973,Female,,,,
South Asia,SAS,2001.0,45.9582786560059,Female,,,,
Sub-Saharan Africa (excluding high income),SSA,2001.0,48.2938194274902,Female,,,,
Sub-Saharan Africa,SSF,2001.0,48.3004112243652,Female,,,,
Small states,SST,2001.0,79.7881774902344,Female,,,,
Sao Tome and Principe,STP,2001.0,78.0,Female,,,,
Slovenia,SVN,2001.0,99.5999984741211,Female,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,2001.0,86.7906112670898,Female,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,2001.0,95.943733215332,Female,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2001.0,87.9952621459961,Female,,,,
Timor-Leste,TLS,2001.0,30.0,Female,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,2001.0,58.0623817443848,Female,,,,
South Asia (IDA & IBRD),TSA,2001.0,45.9582786560059,Female,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,2001.0,48.3004112243652,Female,,,,
Ukraine,UKR,2001.0,99.0,Female,,,,
Upper middle income,UMC,2001.0,86.5932235717773,Female,,,,
"Venezuela, RB",VEN,2001.0,93.0,Female,,,,
World,WLD,2001.0,76.1056976318359,Female,,,,
Africa Eastern and Southern,AFE,2002.0,55.4601898193359,Female,,,,
Africa Western and Central,AFW,2002.0,38.1161308288574,Female,,,,
Arab World,ARB,2002.0,56.0812683105469,Female,,,,
Benin,BEN,2002.0,23.0,Female,,,,
Chile,CHL,2002.0,96.0,Female,,,,
Caribbean small states,CSS,2002.0,91.1992568969727,Female,,,,
Cuba,CUB,2002.0,100.0,Female,,,,
Dominican Republic,DOM,2002.0,87.0,Female,,,,
Algeria,DZA,2002.0,60.0,Female,,,,
East Asia & Pacific (excluding high income),EAP,2002.0,87.4592666625977,Female,,,,
Early-demographic dividend,EAR,2002.0,60.8010101318359,Female,,,,
East Asia & Pacific,EAS,2002.0,87.2851104736328,Female,,,,
Europe & Central Asia (excluding high income),ECA,2002.0,92.8419799804688,Female,,,,
Europe & Central Asia,ECS,2002.0,95.7979202270508,Female,,,,
Eritrea,ERI,2002.0,40.0,Female,,,,
Fragile and conflict affected situations,FCS,2002.0,54.1939315795898,Female,,,,
Georgia,GEO,2002.0,100.0,Female,,,,
Guatemala,GTM,2002.0,63.0,Female,,,,
Heavily indebted poor countries (HIPC),HPC,2002.0,42.244701385498,Female,,,,
IBRD only,IBD,2002.0,77.8230133056641,Female,,,,
IDA & IBRD total,IBT,2002.0,72.2334899902344,Female,,,,
IDA total,IDA,2002.0,48.0789413452148,Female,,,,
IDA blend,IDB,2002.0,48.8137092590332,Female,,,,
IDA only,IDX,2002.0,47.7164688110352,Female,,,,
"Iran, Islamic Rep.",IRN,2002.0,70.0,Female,,,,
Latin America & Caribbean (excluding high income),LAC,2002.0,88.0182723999023,Female,,,,
Latin America & Caribbean,LCN,2002.0,88.6347122192383,Female,,,,
Least developed countries: UN classification,LDC,2002.0,44.0654716491699,Female,,,,
Low income,LIC,2002.0,42.1754112243652,Female,,,,
Lower middle income,LMC,2002.0,54.0183410644531,Female,,,,
Low & middle income,LMY,2002.0,71.8285903930664,Female,,,,
Late-demographic dividend,LTE,2002.0,88.9813232421875,Female,,,,
Middle East & North Africa,MEA,2002.0,61.6569709777832,Female,,,,
Mexico,MEX,2002.0,89.0,Female,,,,
Middle income,MIC,2002.0,73.8471221923828,Female,,,,
North Macedonia,MKD,2002.0,94.0,Female,,,,
Middle East & North Africa (excluding high income),MNA,2002.0,59.6269989013672,Female,,,,
Other small states,OSS,2002.0,76.5529327392578,Female,,,,
Pre-demographic dividend,PRE,2002.0,46.1293601989746,Female,,,,
Romania,ROU,2002.0,96.0,Female,,,,
Russian Federation,RUS,2002.0,99.0,Female,,,,
South Asia,SAS,2002.0,46.9998512268066,Female,,,,
Senegal,SEN,2002.0,29.0,Female,,,,
Sub-Saharan Africa (excluding high income),SSA,2002.0,48.5487594604492,Female,,,,
Sub-Saharan Africa,SSF,2002.0,48.5553016662598,Female,,,,
Small states,SST,2002.0,80.3766403198242,Female,,,,
Seychelles,SYC,2002.0,92.0,Female,,,,
Syrian Arab Republic,SYR,2002.0,74.0,Female,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,2002.0,87.2875671386719,Female,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,2002.0,96.0656509399414,Female,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2002.0,88.3267135620117,Female,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,2002.0,59.3623695373535,Female,,,,
South Asia (IDA & IBRD),TSA,2002.0,46.9998512268066,Female,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,2002.0,48.5553016662598,Female,,,,
Tanzania,TZA,2002.0,62.0,Female,,,,
Uganda,UGA,2002.0,59.0,Female,,,,
Upper middle income,UMC,2002.0,87.0633087158203,Female,,,,
World,WLD,2002.0,76.5043029785156,Female,,,,
Zambia,ZMB,2002.0,62.0,Female,,,,
Africa Eastern and Southern,AFE,2003.0,56.1388816833496,Female,,,,
Africa Western and Central,AFW,2003.0,39.003490447998,Female,,,,
Arab World,ARB,2003.0,58.5280990600586,Female,,,,
Burkina Faso,BFA,2003.0,15.0,Female,,,,
Botswana,BWA,2003.0,82.0,Female,,,,
Caribbean small states,CSS,2003.0,91.4108428955078,Female,,,,
East Asia & Pacific (excluding high income),EAP,2003.0,87.9780502319336,Female,,,,
Early-demographic dividend,EAR,2003.0,61.7117385864258,Female,,,,
East Asia & Pacific,EAS,2003.0,87.8226928710938,Female,,,,
Europe & Central Asia (excluding high income),ECA,2003.0,93.0611801147461,Female,,,,
Europe & Central Asia,ECS,2003.0,95.9312973022461,Female,,,,
Fragile and conflict affected situations,FCS,2003.0,54.5534400939941,Female,,,,
Guinea,GIN,2003.0,18.0,Female,,,,
Heavily indebted poor countries (HIPC),HPC,2003.0,43.0299491882324,Female,,,,
Haiti,HTI,2003.0,55.0,Female,,,,
IBRD only,IBD,2003.0,78.4969024658203,Female,,,,
IDA & IBRD total,IBT,2003.0,72.8534393310547,Female,,,,
IDA total,IDA,2003.0,48.6844100952148,Female,,,,
IDA blend,IDB,2003.0,48.9613189697266,Female,,,,
IDA only,IDX,2003.0,48.5481910705566,Female,,,,
Jordan,JOR,2003.0,85.0,Female,,,,
Latin America & Caribbean (excluding high income),LAC,2003.0,88.7823104858398,Female,,,,
Latin America & Caribbean,LCN,2003.0,89.3313064575195,Female,,,,
Least developed countries: UN classification,LDC,2003.0,44.9481010437012,Female,,,,
Low income,LIC,2003.0,42.8109092712402,Female,,,,
Lower middle income,LMC,2003.0,55.0194206237793,Female,,,,
Low & middle income,LMY,2003.0,72.4624328613281,Female,,,,
Late-demographic dividend,LTE,2003.0,89.462043762207,Female,,,,
Middle East & North Africa,MEA,2003.0,63.9267997741699,Female,,,,
Middle income,MIC,2003.0,74.5051422119141,Female,,,,
Mali,MLI,2003.0,16.0,Female,,,,
Middle East & North Africa (excluding high income),MNA,2003.0,61.9834785461426,Female,,,,
Montenegro,MNE,2003.0,96.0,Female,,,,
Mozambique,MOZ,2003.0,33.0,Female,,,,
North America,NAC,2003.0,98.5432586669922,Female,,,,
Nigeria,NGA,2003.0,43.0,Female,,,,
Oman,OMN,2003.0,74.0,Female,,,,
Other small states,OSS,2003.0,77.2199935913086,Female,,,,
Philippines,PHL,2003.0,94.0,Female,,,,
Pre-demographic dividend,PRE,2003.0,46.903678894043,Female,,,,
South Asia,SAS,2003.0,47.8515281677246,Female,,,,
Serbia,SRB,2003.0,94.0,Female,,,,
Sub-Saharan Africa (excluding high income),SSA,2003.0,49.3130302429199,Female,,,,
Sub-Saharan Africa,SSF,2003.0,49.319450378418,Female,,,,
Small states,SST,2003.0,80.8918304443359,Female,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,2003.0,87.8151473999023,Female,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,2003.0,96.1843032836914,Female,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2003.0,89.0497512817383,Female,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,2003.0,61.7332992553711,Female,,,,
South Asia (IDA & IBRD),TSA,2003.0,47.8515281677246,Female,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,2003.0,49.319450378418,Female,,,,
Upper middle income,UMC,2003.0,87.6196136474609,Female,,,,
World,WLD,2003.0,77.0090103149414,Female,,,,
