country,code,dates,rate,Gender
Europe & Central Asia (IDA & IBRD countries),TEC,2010,97.8379592895508,Female
Thailand,THA,2010,96.0,Female
Tajikistan,TJK,2010,99.5999984741211,Female
Latin America & the Caribbean (IDA & IBRD countries),TLA,2010,91.0480804443359,Female
Timor-Leste,TLS,2010,53.0,Female
Middle East & North Africa (IDA & IBRD countries),TMN,2010,65.769172668457,Female
South Asia (IDA & IBRD),TSA,2010,55.7607383728027,Female
Sub-Saharan Africa (IDA & IBRD countries),TSS,2010,51.0595893859863,Female
Tunisia,TUN,2010,71.0,Female
Turkiye,TUR,2010,88.0,Female
Tanzania,TZA,2010,60.7526206970215,Female
Uganda,UGA,2010,65.0,Female
Upper middle income,UMC,2010,91.3875274658203,Female
Uruguay,URY,2010,98.0,Female
World,WLD,2010,80.0025482177734,Female
South Africa,ZAF,2010,92.0,Female
Zambia,ZMB,2010,78.0,Female
Africa Eastern and Southern,AFE,2011,59.7894287109375,Female
Afghanistan,AFG,2011,17.0,Female
Africa Western and Central,AFW,2011,42.3209495544434,Female
Albania,ALB,2011,96.0,Female
Arab World,ARB,2011,63.0181007385254,Female
Armenia,ARM,2011,100.0,Female
Azerbaijan,AZE,2011,100.0,Female
Bangladesh,BGD,2011,55.0,Female
Bulgaria,BGR,2011,98.0,Female
Bahrain,BHR,2011,90.6999969482422,Female
Bosnia and Herzegovina,BIH,2011,96.8037109375,Female
Bolivia,BOL,2011,88.0,Female
Brazil,BRA,2011,92.0,Female
Brunei Darussalam,BRN,2011,95.0,Female
Chile,CHL,2011,97.0,Female
"Congo, Rep.",COG,2011,72.8770599365234,Female
Colombia,COL,2011,94.0,Female
Costa Rica,CRI,2011,98.0,Female
Cyprus,CYP,2011,98.0,Female
Dominican Republic,DOM,2011,90.0,Female
East Asia & Pacific (excluding high income),EAP,2011,91.8830718994141,Female
Early-demographic dividend,EAR,2011,68.3873062133789,Female
East Asia & Pacific,EAS,2011,91.5229568481445,Female
Europe & Central Asia (excluding high income),ECA,2011,96.7943572998047,Female
Europe & Central Asia,ECS,2011,97.4497528076172,Female
Ecuador,ECU,2011,90.0,Female
Spain,ESP,2011,97.0,Female
Estonia,EST,2011,100.0,Female
Fragile and conflict affected situations,FCS,2011,54.5414695739746,Female
Honduras,HND,2011,85.0,Female
Heavily indebted poor countries (HIPC),HPC,2011,48.4520301818848,Female
IBRD only,IBD,2011,83.0376815795898,Female
IDA & IBRD total,IBT,2011,76.9010162353516,Female
IDA total,IDA,2011,52.8460884094238,Female
IDA blend,IDB,2011,52.7205085754395,Female
Indonesia,IDN,2011,90.0,Female
IDA only,IDX,2011,52.9079208374023,Female
India,IND,2011,59.0,Female
Italy,ITA,2011,99.0,Female
Jordan,JOR,2011,94.0,Female
Latin America & Caribbean (excluding high income),LAC,2011,91.5349884033203,Female
Lao PDR,LAO,2011,49.7230796813965,Female
Latin America & Caribbean,LCN,2011,91.9491271972656,Female
Least developed countries: UN classification,LDC,2011,49.4341316223145,Female
Low income,LIC,2011,48.0861015319824,Female
Lower middle income,LMC,2011,61.4856491088867,Female
Low & middle income,LMY,2011,76.5884017944336,Female
Late-demographic dividend,LTE,2011,93.3227691650391,Female
Lithuania,LTU,2011,100.0,Female
Latvia,LVA,2011,100.0,Female
"Macao SAR, China",MAC,2011,94.0,Female
Morocco,MAR,2011,58.0,Female
Middle East & North Africa,MEA,2011,69.232551574707,Female
Mexico,MEX,2011,92.0,Female
Marshall Islands,MHL,2011,98.0,Female
Middle income,MIC,2011,78.7750473022461,Female
Mali,MLI,2011,19.0,Female
Malta,MLT,2011,95.0,Female
Middle East & North Africa (excluding high income),MNA,2011,66.4258422851562,Female
Montenegro,MNE,2011,98.0,Female
Mauritius,MUS,2011,87.0,Female
Namibia,NAM,2011,88.0,Female
Nepal,NPL,2011,49.0,Female
Other small states,OSS,2011,78.8643264770508,Female
Pakistan,PAK,2011,42.0,Female
Pre-demographic dividend,PRE,2011,47.6782417297363,Female
Portugal,PRT,2011,93.0,Female
West Bank and Gaza,PSE,2011,92.0,Female
Qatar,QAT,2011,96.0,Female
Romania,ROU,2011,98.0,Female
South Asia,SAS,2011,56.7229690551758,Female
Senegal,SEN,2011,40.0,Female
Singapore,SGP,2011,94.0,Female
El Salvador,SLV,2011,83.0,Female
Serbia,SRB,2011,97.0,Female
Sub-Saharan Africa (excluding high income),SSA,2011,52.8676910400391,Female
Sub-Saharan Africa,SSF,2011,52.8732986450195,Female
Small states,SST,2011,82.3114166259766,Female
East Asia & Pacific (IDA & IBRD countries),TEA,2011,91.7765808105469,Female
Europe & Central Asia (IDA & IBRD countries),TEC,2011,98.1526184082031,Female
Togo,TGO,2011,48.0,Female
Latin America & the Caribbean (IDA & IBRD countries),TLA,2011,91.7666702270508,Female
Middle East & North Africa (IDA & IBRD countries),TMN,2011,66.1594161987305,Female
Tonga,TON,2011,99.0,Female
South Asia (IDA & IBRD),TSA,2011,56.7229690551758,Female
Sub-Saharan Africa (IDA & IBRD countries),TSS,2011,52.8732986450195,Female
Tunisia,TUN,2011,72.0,Female
Turkiye,TUR,2011,90.0,Female
Upper middle income,UMC,2011,91.5793380737305,Female
Uruguay,URY,2011,99.0,Female
"Venezuela, RB",VEN,2011,95.0,Female
World,WLD,2011,80.2862014770508,Female
Samoa,WSM,2011,99.0,Female
South Africa,ZAF,2011,92.0,Female
Zimbabwe,ZWE,2011,80.0656585693359,Female
Africa Eastern and Southern,AFE,2012,61.6372184753418,Female
Africa Western and Central,AFW,2012,42.8530807495117,Female
Albania,ALB,2012,96.0,Female
Arab World,ARB,2012,63.9691200256348,Female
Azerbaijan,AZE,2012,100.0,Female
Benin,BEN,2012,22.093879699707,Female
Bangladesh,BGD,2012,54.0,Female
Bolivia,BOL,2012,92.0,Female
Brazil,BRA,2012,92.0,Female
Bhutan,BTN,2012,45.0,Female
Cote d'Ivoire,CIV,2012,30.4617195129395,Female
"Congo, Dem. Rep.",COD,2012,63.0,Female
Comoros,COM,2012,42.6372909545898,Female
Cabo Verde,CPV,2012,80.0,Female
Cuba,CUB,2012,100.0,Female
Dominican Republic,DOM,2012,90.0,Female
East Asia & Pacific (excluding high income),EAP,2012,92.1989669799805,Female
Early-demographic dividend,EAR,2012,68.7323226928711,Female
East Asia & Pacific,EAS,2012,91.8424224853516,Female
Europe & Central Asia (excluding high income),ECA,2012,97.1769866943359,Female
Europe & Central Asia,ECS,2012,97.5913162231445,Female
Ecuador,ECU,2012,91.0,Female
"Egypt, Arab Rep.",EGY,2012,66.0,Female
Spain,ESP,2012,97.0,Female
Fragile and conflict affected situations,FCS,2012,54.8405990600586,Female
Gabon,GAB,2012,79.8789672851562,Female
Guatemala,GTM,2012,72.0,Female
Honduras,HND,2012,85.0,Female
Heavily indebted poor countries (HIPC),HPC,2012,50.0422782897949,Female
IBRD only,IBD,2012,83.5049362182617,Female
IDA & IBRD total,IBT,2012,77.2070388793945,Female
IDA total,IDA,2012,52.8432388305664,Female
IDA blend,IDB,2012,53.5262985229492,Female
IDA only,IDX,2012,52.507511138916,Female
"Iran, Islamic Rep.",IRN,2012,78.0,Female
Iraq,IRQ,2012,69.0,Female
Jordan,JOR,2012,97.0,Female
Kuwait,KWT,2012,95.0,Female
Latin America & Caribbean (excluding high income),LAC,2012,91.9759674072266,Female
Latin America & Caribbean,LCN,2012,92.3573379516602,Female
Least developed countries: UN classification,LDC,2012,48.984001159668,Female
Low income,LIC,2012,48.5568885803223,Female
Lower middle income,LMC,2012,62.033260345459,Female
Low & middle income,LMY,2012,76.9013824462891,Female
Late-demographic dividend,LTE,2012,93.5727996826172,Female
Morocco,MAR,2012,59.0,Female
Madagascar,MDG,2012,68.0,Female
Middle East & North Africa,MEA,2012,69.9536895751953,Female
Mexico,MEX,2012,93.0,Female
Middle income,MIC,2012,79.1110916137695,Female
North Macedonia,MKD,2012,96.4000015258789,Female
Middle East & North Africa (excluding high income),MNA,2012,67.2870864868164,Female
Mauritius,MUS,2012,89.0,Female
Niger,NER,2012,23.0,Female
Other small states,OSS,2012,79.3610229492188,Female
Pakistan,PAK,2012,43.0,Female
Peru,PER,2012,91.0,Female
Pre-demographic dividend,PRE,2012,49.1119117736816,Female
Paraguay,PRY,2012,94.0,Female
West Bank and Gaza,PSE,2012,93.0,Female
Qatar,QAT,2012,96.0,Female
Rwanda,RWA,2012,65.0,Female
South Asia,SAS,2012,56.8456916809082,Female
Singapore,SGP,2012,94.0,Female
Sub-Saharan Africa (excluding high income),SSA,2012,54.2010116577148,Female
Sub-Saharan Africa,SSF,2012,54.2064094543457,Female
Small states,SST,2012,82.6052398681641,Female
Sao Tome and Principe,STP,2012,85.0,Female
Suriname,SUR,2012,91.0,Female
East Asia & Pacific (IDA & IBRD countries),TEA,2012,92.0967636108398,Female
Europe & Central Asia (IDA & IBRD countries),TEC,2012,98.3438262939453,Female
Latin America & the Caribbean (IDA & IBRD countries),TLA,2012,92.1891632080078,Female
Middle East & North Africa (IDA & IBRD countries),TMN,2012,67.0170135498047,Female
South Asia (IDA & IBRD),TSA,2012,56.8456916809082,Female
Sub-Saharan Africa (IDA & IBRD countries),TSS,2012,54.2064094543457,Female
Tunisia,TUN,2012,72.0,Female
Turkiye,TUR,2012,92.0,Female
Tanzania,TZA,2012,73.0,Female
Uganda,UGA,2012,62.0,Female
Ukraine,UKR,2012,99.9581985473633,Female
Upper middle income,UMC,2012,91.928581237793,Female
Uruguay,URY,2012,99.0,Female
World,WLD,2012,80.5296936035156,Female
South Africa,ZAF,2012,93.0,Female
Africa Eastern and Southern,AFE,2013,62.6059303283691,Female
Africa Western and Central,AFW,2013,43.7332611083984,Female
Arab World,ARB,2013,64.9342269897461,Female
Azerbaijan,AZE,2013,100.0,Female
Bangladesh,BGD,2013,58.0,Female
Bosnia and Herzegovina,BIH,2013,95.0,Female
Brazil,BRA,2013,92.0,Female
Botswana,BWA,2013,87.4512100219727,Female
Central Europe and the Baltics,CEB,2013,99.1402969360352,Female
Chile,CHL,2013,96.0,Female
Dominican Republic,DOM,2013,91.0,Female
East Asia & Pacific (excluding high income),EAP,2013,92.3468780517578,Female
Early-demographic dividend,EAR,2013,69.5944290161133,Female
East Asia & Pacific,EAS,2013,91.9915618896484,Female
Europe & Central Asia (excluding high income),ECA,2013,97.3069686889648,Female
Europe & Central Asia,ECS,2013,97.6752090454102,Female
Ecuador,ECU,2013,92.0,Female
"Egypt, Arab Rep.",EGY,2013,63.0,Female
Spain,ESP,2013,97.0,Female
Fragile and conflict affected situations,FCS,2013,55.4872894287109,Female
"Gambia, The",GMB,2013,33.5753517150879,Female
Guatemala,GTM,2013,72.0,Female
Honduras,HND,2013,85.0,Female
Heavily indebted poor countries (HIPC),HPC,2013,51.1417083740234,Female
IBRD only,IBD,2013,83.8226623535156,Female
IDA & IBRD total,IBT,2013,77.652458190918,Female
IDA total,IDA,2013,54.0561599731445,Female
IDA blend,IDB,2013,53.5276794433594,Female
IDA only,IDX,2013,54.3152694702148,Female
"Iran, Islamic Rep.",IRN,2013,80.0,Female
Kuwait,KWT,2013,94.0,Female
Latin America & Caribbean (excluding high income),LAC,2013,91.9687118530273,Female
Latin America & Caribbean,LCN,2013,92.3406372070312,Female
Least developed countries: UN classification,LDC,2013,51.0599517822266,Female
Low income,LIC,2013,49.5067481994629,Female
Lower middle income,LMC,2013,63.1235198974609,Female
Low & middle income,LMY,2013,77.3580627441406,Female
Late-demographic dividend,LTE,2013,93.6652297973633,Female
Middle East & North Africa,MEA,2013,70.7403717041016,Female
Mexico,MEX,2013,93.0,Female
Middle income,MIC,2013,79.5577621459961,Female
Middle East & North Africa (excluding high income),MNA,2013,68.2288970947266,Female
Mauritania,MRT,2013,57.0,Female
Mauritius,MUS,2013,89.0,Female
Other small states,OSS,2013,79.7500915527344,Female
Pakistan,PAK,2013,42.0,Female
Philippines,PHL,2013,97.0,Female
Palau,PLW,2013,100.0,Female
Pre-demographic dividend,PRE,2013,50.1249694824219,Female
Paraguay,PRY,2013,94.0,Female
West Bank and Gaza,PSE,2013,94.0,Female
Qatar,QAT,2013,97.0,Female
South Asia,SAS,2013,58.0865287780762,Female
Saudi Arabia,SAU,2013,91.0,Female
Senegal,SEN,2013,34.0,Female
Singapore,SGP,2013,95.0,Female
Sierra Leone,SLE,2013,24.8566799163818,Female
El Salvador,SLV,2013,85.0,Female
Sub-Saharan Africa (excluding high income),SSA,2013,55.1475982666016,Female
Sub-Saharan Africa,SSF,2013,55.1528205871582,Female
Small states,SST,2013,82.8021697998047,Female
East Asia & Pacific (IDA & IBRD countries),TEA,2013,92.2467575073242,Female
Europe & Central Asia (IDA & IBRD countries),TEC,2013,98.4123306274414,Female
Thailand,THA,2013,92.0,Female
Latin America & the Caribbean (IDA & IBRD countries),TLA,2013,92.1730804443359,Female
Middle East & North Africa (IDA & IBRD countries),TMN,2013,67.9606781005859,Female
South Asia (IDA & IBRD),TSA,2013,58.0865287780762,Female
Sub-Saharan Africa (IDA & IBRD countries),TSS,2013,55.1528205871582,Female
Turkiye,TUR,2013,92.0,Female
Upper middle income,UMC,2013,92.0233917236328,Female
Uruguay,URY,2013,99.0,Female
Uzbekistan,UZB,2013,100.0,Female
World,WLD,2013,80.8821792602539,Female
Africa Eastern and Southern,AFE,2014,63.5007400512695,Female
Africa Western and Central,AFW,2014,44.6747398376465,Female
Angola,AGO,2014,53.0,Female
Arab World,ARB,2014,65.558349609375,Female
Azerbaijan,AZE,2014,100.0,Female
Burundi,BDI,2014,55.0,Female
Burkina Faso,BFA,2014,26.0,Female
Bangladesh,BGD,2014,58.0,Female
Brazil,BRA,2014,92.0,Female
Central Europe and the Baltics,CEB,2014,99.169563293457,Female
Cote d'Ivoire,CIV,2014,37.0,Female
Colombia,COL,2014,94.0,Female
Dominican Republic,DOM,2014,92.0,Female
East Asia & Pacific (excluding high income),EAP,2014,92.9701919555664,Female
Early-demographic dividend,EAR,2014,70.6785888671875,Female
East Asia & Pacific,EAS,2014,92.7011489868164,Female
Europe & Central Asia (excluding high income),ECA,2014,97.4052886962891,Female
Europe & Central Asia,ECS,2014,97.7356185913086,Female
Ecuador,ECU,2014,93.0,Female
Spain,ESP,2014,97.0,Female
Fragile and conflict affected situations,FCS,2014,56.00830078125,Female
Georgia,GEO,2014,100.0,Female
Guinea,GIN,2014,22.0,Female
Guinea-Bissau,GNB,2014,30.7685108184814,Female
Guatemala,GTM,2014,76.0,Female
Guyana,GUY,2014,85.0346069335938,Female
Honduras,HND,2014,87.0,Female
Heavily indebted poor countries (HIPC),HPC,2014,52.1377410888672,Female
IBRD only,IBD,2014,84.3642196655273,Female
IDA & IBRD total,IBT,2014,78.2534027099609,Female
IDA total,IDA,2014,55.1335296630859,Female
IDA blend,IDB,2014,54.8578681945801,Female
Indonesia,IDN,2014,93.0,Female
IDA only,IDX,2014,55.2683906555176,Female
"Iran, Islamic Rep.",IRN,2014,80.0,Female
Iraq,IRQ,2014,75.0,Female
Kenya,KEN,2014,74.0063171386719,Female
Cambodia,KHM,2014,72.0,Female
Latin America & Caribbean (excluding high income),LAC,2014,92.5126419067383,Female
Latin America & Caribbean,LCN,2014,92.8852615356445,Female
Least developed countries: UN classification,LDC,2014,52.1030082702637,Female
Low income,LIC,2014,49.9809112548828,Female
Lower middle income,LMC,2014,64.1640090942383,Female
Low & middle income,LMY,2014,77.9653472900391,Female
Lesotho,LSO,2014,84.9348907470703,Female
Late-demographic dividend,LTE,2014,93.9091033935547,Female
Morocco,MAR,2014,53.0,Female
Moldova,MDA,2014,99.0,Female
Maldives,MDV,2014,99.0,Female
Middle East & North Africa,MEA,2014,71.226432800293,Female
Mexico,MEX,2014,94.0,Female
Middle income,MIC,2014,80.1996002197266,Female
Middle East & North Africa (excluding high income),MNA,2014,68.696418762207,Female
Mauritius,MUS,2014,90.0,Female
Malawi,MWI,2014,55.130989074707,Female
Other small states,OSS,2014,80.1802978515625,Female
Pakistan,PAK,2014,44.0,Female
Peru,PER,2014,90.0,Female
Pre-demographic dividend,PRE,2014,51.0248184204102,Female
Paraguay,PRY,2014,94.0,Female
West Bank and Gaza,PSE,2014,94.0,Female
Qatar,QAT,2014,98.0,Female
Rwanda,RWA,2014,66.0,Female
South Asia,SAS,2014,59.1513786315918,Female
Singapore,SGP,2014,95.0,Female
Sub-Saharan Africa (excluding high income),SSA,2014,56.0730285644531,Female
Sub-Saharan Africa,SSF,2014,56.0780601501465,Female
Small states,SST,2014,83.1012496948242,Female
Syrian Arab Republic,SYR,2014,80.9000015258789,Female
East Asia & Pacific (IDA & IBRD countries),TEA,2014,92.8783493041992,Female
Europe & Central Asia (IDA & IBRD countries),TEC,2014,98.4671096801758,Female
Latin America & the Caribbean (IDA & IBRD countries),TLA,2014,92.7347030639648,Female
Middle East & North Africa (IDA & IBRD countries),TMN,2014,68.4273529052734,Female
South Asia (IDA & IBRD),TSA,2014,59.1513786315918,Female
Sub-Saharan Africa (IDA & IBRD countries),TSS,2014,56.0780601501465,Female
Tunisia,TUN,2014,72.0,Female
Turkiye,TUR,2014,92.0,Female
Upper middle income,UMC,2014,92.5363006591797,Female
Uruguay,URY,2014,99.0,Female
Uzbekistan,UZB,2014,100.0,Female
Vanuatu,VUT,2014,83.1999969482422,Female
World,WLD,2014,81.4116516113281,Female
South Africa,ZAF,2014,93.0,Female
Zimbabwe,ZWE,2014,88.2838287353516,Female
Africa Eastern and Southern,AFE,2015,64.1244277954102,Female
Afghanistan,AFG,2015,17.0862407684326,Female
Africa Western and Central,AFW,2015,45.6816596984863,Female
Angola,AGO,2015,51.9259796142578,Female
Arab World,ARB,2015,66.3804931640625,Female
Azerbaijan,AZE,2015,100.0,Female
Bangladesh,BGD,2015,62.0,Female
Belize,BLZ,2015,91.6316070556641,Female
Bolivia,BOL,2015,89.0,Female
Brazil,BRA,2015,92.0,Female
Central Europe and the Baltics,CEB,2015,99.2072525024414,Female
Chile,CHL,2015,97.0,Female
Colombia,COL,2015,94.0,Female
Cabo Verde,CPV,2015,82.0,Female
Dominican Republic,DOM,2015,92.0,Female
East Asia & Pacific (excluding high income),EAP,2015,93.1938095092773,Female
Early-demographic dividend,EAR,2015,71.7043228149414,Female
East Asia & Pacific,EAS,2015,92.9411468505859,Female
Europe & Central Asia (excluding high income),ECA,2015,97.4875030517578,Female
Europe & Central Asia,ECS,2015,97.7924118041992,Female
Ecuador,ECU,2015,93.0,Female
Spain,ESP,2015,98.0,Female
Fragile and conflict affected situations,FCS,2015,56.4925918579102,Female
"Gambia, The",GMB,2015,42.0,Female
Guatemala,GTM,2015,75.1361923217773,Female
Honduras,HND,2015,88.0,Female
Heavily indebted poor countries (HIPC),HPC,2015,52.9059982299805,Female
IBRD only,IBD,2015,84.6835327148438,Female
IDA & IBRD total,IBT,2015,78.7801284790039,Female
IDA total,IDA,2015,56.7267913818359,Female
IDA blend,IDB,2015,55.8170700073242,Female
Indonesia,IDN,2015,93.0,Female
IDA only,IDX,2015,57.1703910827637,Female
Cambodia,KHM,2015,75.0,Female
Kuwait,KWT,2015,94.0,Female
Latin America & Caribbean (excluding high income),LAC,2015,92.5973892211914,Female
Lao PDR,LAO,2015,79.0,Female
Latin America & Caribbean,LCN,2015,92.9796600341797,Female
Least developed countries: UN classification,LDC,2015,54.1871185302734,Female
Low income,LIC,2015,50.9287185668945,Female
Lower middle income,LMC,2015,65.4094772338867,Female
Low & middle income,LMY,2015,78.5051116943359,Female
Late-demographic dividend,LTE,2015,94.0946426391602,Female
Middle East & North Africa,MEA,2015,71.9916076660156,Female
Mexico,MEX,2015,93.0,Female
Middle income,MIC,2015,80.7364120483398,Female
Mali,MLI,2015,22.0,Female
Middle East & North Africa (excluding high income),MNA,2015,69.5011825561523,Female
Mozambique,MOZ,2015,43.0,Female
Mauritania,MRT,2015,57.4347305297852,Female
Mauritius,MUS,2015,91.0,Female
Malawi,MWI,2015,55.2041091918945,Female
Nicaragua,NIC,2015,82.7793502807617,Female
Oman,OMN,2015,86.0,Female
Other small states,OSS,2015,80.8243026733398,Female
Peru,PER,2015,91.0,Female
Philippines,PHL,2015,98.0,Female
Palau,PLW,2015,96.0,Female
Pre-demographic dividend,PRE,2015,51.8170204162598,Female
Paraguay,PRY,2015,95.0,Female
West Bank and Gaza,PSE,2015,95.0,Female
South Asia,SAS,2015,60.6964912414551,Female
Senegal,SEN,2015,35.1685104370117,Female
Singapore,SGP,2015,95.0,Female
El Salvador,SLV,2015,86.0,Female
Sub-Saharan Africa (excluding high income),SSA,2015,56.8557815551758,Female
Sub-Saharan Africa,SSF,2015,56.8606605529785,Female
Small states,SST,2015,83.5541763305664,Female
Chad,TCD,2015,13.9334096908569,Female
East Asia & Pacific (IDA & IBRD countries),TEA,2015,93.1049728393555,Female
Europe & Central Asia (IDA & IBRD countries),TEC,2015,98.5182266235352,Female
Togo,TGO,2015,51.0,Female
Thailand,THA,2015,91.0,Female
Latin America & the Caribbean (IDA & IBRD countries),TLA,2015,92.8390884399414,Female
Middle East & North Africa (IDA & IBRD countries),TMN,2015,69.2343902587891,Female
South Asia (IDA & IBRD),TSA,2015,60.6964912414551,Female
Sub-Saharan Africa (IDA & IBRD countries),TSS,2015,56.8606605529785,Female
Turkiye,TUR,2015,93.0,Female
Tanzania,TZA,2015,73.0,Female
Upper middle income,UMC,2015,92.6736221313477,Female
Uruguay,URY,2015,99.0,Female
Uzbekistan,UZB,2015,100.0,Female
"Venezuela, RB",VEN,2015,97.0,Female
World,WLD,2015,81.8472518920898,Female
South Africa,ZAF,2015,93.0,Female
Africa Eastern and Southern,AFE,2016,65.0112762451172,Female
Africa Western and Central,AFW,2016,46.3605194091797,Female
Arab World,ARB,2016,65.3165512084961,Female
Armenia,ARM,2016,100.0,Female
Azerbaijan,AZE,2016,100.0,Female
Burundi,BDI,2016,59.4406814575195,Female
Bangladesh,BGD,2016,70.0,Female
Brazil,BRA,2016,93.0,Female
Central Europe and the Baltics,CEB,2016,99.2277221679688,Female
Cote d'Ivoire,CIV,2016,40.7476615905762,Female
"Congo, Dem. Rep.",COD,2016,66.0,Female
Colombia,COL,2016,95.0,Female
Dominican Republic,DOM,2016,94.0,Female
East Asia & Pacific (excluding high income),EAP,2016,93.488899230957,Female
Early-demographic dividend,EAR,2016,72.5674667358398,Female
East Asia & Pacific,EAS,2016,93.2339401245117,Female
Europe & Central Asia (excluding high income),ECA,2016,97.6393280029297,Female
Europe & Central Asia,ECS,2016,97.8725891113281,Female
Ecuador,ECU,2016,93.0,Female
Spain,ESP,2016,98.0,Female
Ethiopia,ETH,2016,34.4190406799316,Female
Fragile and conflict affected situations,FCS,2016,57.1802787780762,Female
Guinea,GIN,2016,23.9352493286133,Female
Honduras,HND,2016,89.0,Female
Heavily indebted poor countries (HIPC),HPC,2016,53.8140602111816,Female
Haiti,HTI,2016,58.3005218505859,Female
IBRD only,IBD,2016,84.9838485717773,Female
IDA & IBRD total,IBT,2016,79.3039093017578,Female
IDA total,IDA,2016,58.3417015075684,Female
IDA blend,IDB,2016,56.7651100158691,Female
Indonesia,IDN,2016,94.0,Female
IDA only,IDX,2016,59.1085205078125,Female
"Iran, Islamic Rep.",IRN,2016,81.0,Female
Iraq,IRQ,2016,77.0,Female
Latin America & Caribbean (excluding high income),LAC,2016,93.0779724121094,Female
Latin America & Caribbean,LCN,2016,93.4474868774414,Female
Least developed countries: UN classification,LDC,2016,56.2880210876465,Female
Low income,LIC,2016,51.9512596130371,Female
Sri Lanka,LKA,2016,91.0,Female
Lower middle income,LMC,2016,66.3911514282227,Female
Low & middle income,LMY,2016,79.0310668945312,Female
Late-demographic dividend,LTE,2016,94.3862762451172,Female
"Macao SAR, China",MAC,2016,95.0,Female
Maldives,MDV,2016,98.0,Female
Middle East & North Africa,MEA,2016,71.0434722900391,Female
Mexico,MEX,2016,94.0,Female
Middle income,MIC,2016,81.2518997192383,Female
Myanmar,MMR,2016,71.8469924926758,Female
Middle East & North Africa (excluding high income),MNA,2016,68.4047927856445,Female
Mauritius,MUS,2016,91.0,Female
Malaysia,MYS,2016,93.0,Female
Nigeria,NGA,2016,49.0559501647949,Female
Nepal,NPL,2016,55.7490501403809,Female
Other small states,OSS,2016,81.255256652832,Female
Peru,PER,2016,91.0,Female
Pre-demographic dividend,PRE,2016,52.668098449707,Female
Paraguay,PRY,2016,94.0,Female
West Bank and Gaza,PSE,2016,95.0,Female
South Asia,SAS,2016,62.2699699401855,Female
Senegal,SEN,2016,37.6722793579102,Female
Singapore,SGP,2016,95.0,Female
El Salvador,SLV,2016,86.0,Female
Serbia,SRB,2016,98.0,Female
Sub-Saharan Africa (excluding high income),SSA,2016,57.672679901123,Female
Sub-Saharan Africa,SSF,2016,57.6773910522461,Female
Small states,SST,2016,83.8637313842773,Female
Chad,TCD,2016,14.0,Female
East Asia & Pacific (IDA & IBRD countries),TEA,2016,93.4040908813477,Female
Europe & Central Asia (IDA & IBRD countries),TEC,2016,98.5977783203125,Female
Thailand,THA,2016,92.681022644043,Female
Latin America & the Caribbean (IDA & IBRD countries),TLA,2016,93.3219680786133,Female
Timor-Leste,TLS,2016,59.6047592163086,Female
Middle East & North Africa (IDA & IBRD countries),TMN,2016,68.1202697753906,Female
South Asia (IDA & IBRD),TSA,2016,62.2699699401855,Female
Sub-Saharan Africa (IDA & IBRD countries),TSS,2016,57.6773910522461,Female
Turkiye,TUR,2016,93.0,Female
Uganda,UGA,2016,60.9974403381348,Female
Upper middle income,UMC,2016,92.9655838012695,Female
Uruguay,URY,2016,99.0,Female
Uzbekistan,UZB,2016,100.0,Female
"Venezuela, RB",VEN,2016,97.0,Female
World,WLD,2016,82.272819519043,Female
South Africa,ZAF,2016,91.9364700317383,Female
Africa Eastern and Southern,AFE,2017,65.2154388427734,Female
Africa Western and Central,AFW,2017,47.3756713867188,Female
Albania,ALB,2017,99.0490417480469,Female
Arab World,ARB,2017,65.9647979736328,Female
Armenia,ARM,2017,100.0,Female
Azerbaijan,AZE,2017,100.0,Female
Burundi,BDI,2017,61.0,Female
Benin,BEN,2017,28.5498504638672,Female
Bangladesh,BGD,2017,70.0,Female
Brazil,BRA,2017,93.0,Female
Bhutan,BTN,2017,57.0,Female
Central Europe and the Baltics,CEB,2017,99.2595596313477,Female
Chile,CHL,2017,96.0,Female
Cayman Islands,CYM,2017,99.0,Female
East Asia & Pacific (excluding high income),EAP,2017,93.791633605957,Female
Early-demographic dividend,EAR,2017,72.9335174560547,Female
East Asia & Pacific,EAS,2017,93.5327224731445,Female
Europe & Central Asia (excluding high income),ECA,2017,97.8082504272461,Female
Europe & Central Asia,ECS,2017,97.9788208007812,Female
Ecuador,ECU,2017,92.0,Female
"Egypt, Arab Rep.",EGY,2017,66.0,Female
Ethiopia,ETH,2017,44.4233818054199,Female
Fragile and conflict affected situations,FCS,2017,57.9722785949707,Female
Georgia,GEO,2017,99.0,Female
Ghana,GHA,2017,56.0202102661133,Female
Heavily indebted poor countries (HIPC),HPC,2017,55.1596908569336,Female
Haiti,HTI,2017,63.8743209838867,Female
IBRD only,IBD,2017,85.2584533691406,Female
IDA & IBRD total,IBT,2017,79.6049118041992,Female
IDA total,IDA,2017,59.0443382263184,Female
IDA blend,IDB,2017,56.7264289855957,Female
IDA only,IDX,2017,60.1667709350586,Female
Iraq,IRQ,2017,80.0,Female
Kuwait,KWT,2017,95.0,Female
Latin America & Caribbean (excluding high income),LAC,2017,93.1452484130859,Female
Liberia,LBR,2017,34.0922584533691,Female
Latin America & Caribbean,LCN,2017,93.4989318847656,Female
Least developed countries: UN classification,LDC,2017,57.4794082641602,Female
Low income,LIC,2017,53.3047485351562,Female
Sri Lanka,LKA,2017,91.0,Female
Lower middle income,LMC,2017,67.0491790771484,Female
Low & middle income,LMY,2017,79.3409805297852,Female
