country,code,dates,rate
Middle East & North Africa (IDA & IBRD countries),TMN,1990,43.1370811462402
South Asia (IDA & IBRD),TSA,1990,31.7026100158691
Sub-Saharan Africa (IDA & IBRD countries),TSS,1990,42.1127281188965
Trinidad and Tobago,TTO,1990,96.0
Turkiye,TUR,1990,69.0
Upper middle income,UMC,1990,74.0124206542969
"Venezuela, RB",VEN,1990,89.0
World,WLD,1990,68.1959228515625
Zambia,ZMB,1990,57.0
Africa Eastern and Southern,AFE,1991,48.648998260498
Africa Western and Central,AFW,1991,32.9863395690918
Arab World,ARB,1991,42.7137489318848
Argentina,ARG,1991,96.0
Burkina Faso,BFA,1991,8.0
Bangladesh,BGD,1991,26.0
Bahrain,BHR,1991,77.0
Bosnia and Herzegovina,BIH,1991,82.0
Belize,BLZ,1991,70.0
Brunei Darussalam,BRN,1991,82.0
Botswana,BWA,1991,71.0
Central Europe and the Baltics,CEB,1991,97.6947402954102
East Asia & Pacific (excluding high income),EAP,1991,73.0925521850586
Early-demographic dividend,EAR,1991,49.3738594055176
East Asia & Pacific,EAS,1991,74.0843200683594
Europe & Central Asia (excluding high income),ECA,1991,90.538818359375
Spain,ESP,1991,95.0
Fragile and conflict affected situations,FCS,1991,51.5535202026367
Greece,GRC,1991,89.0
Heavily indebted poor countries (HIPC),HPC,1991,35.5340385437012
Croatia,HRV,1991,95.0
IBRD only,IBD,1991,66.8461685180664
IDA & IBRD total,IBT,1991,62.2090911865234
IDA total,IDA,1991,39.9666900634766
IDA blend,IDB,1991,42.5327796936035
IDA only,IDX,1991,38.7351303100586
India,IND,1991,34.0
"Iran, Islamic Rep.",IRN,1991,56.0
Latin America & Caribbean (excluding high income),LAC,1991,83.0635223388672
Latin America & Caribbean,LCN,1991,83.9629211425781
Least developed countries: UN classification,LDC,1991,34.7485198974609
Low income,LIC,1991,37.0270614624023
Lower middle income,LMC,1991,42.1770210266113
Low & middle income,LMY,1991,61.5967788696289
Late-demographic dividend,LTE,1991,77.0625381469727
Middle East & North Africa,MEA,1991,47.0366897583008
Middle income,MIC,1991,63.1403884887695
Middle East & North Africa (excluding high income),MNA,1991,44.8930511474609
Montenegro,MNE,1991,98.0
Malaysia,MYS,1991,77.0
Namibia,NAM,1991,74.0
Nigeria,NGA,1991,44.0
Nepal,NPL,1991,17.0
Other small states,OSS,1991,71.308837890625
Pre-demographic dividend,PRE,1991,39.8047714233398
Portugal,PRT,1991,85.0
South Asia,SAS,1991,32.6067695617676
Sub-Saharan Africa (excluding high income),SSA,1991,42.4428291320801
Sub-Saharan Africa,SSF,1991,42.4503517150879
Small states,SST,1991,76.2107696533203
Sao Tome and Principe,STP,1991,62.0
Slovenia,SVN,1991,99.0
East Asia & Pacific (IDA & IBRD countries),TEA,1991,72.699348449707
Europe & Central Asia (IDA & IBRD countries),TEC,1991,94.1902236938477
Latin America & the Caribbean (IDA & IBRD countries),TLA,1991,83.4175567626953
Middle East & North Africa (IDA & IBRD countries),TMN,1991,44.6261901855469
South Asia (IDA & IBRD),TSA,1991,32.6067695617676
Sub-Saharan Africa (IDA & IBRD countries),TSS,1991,42.4503517150879
Uganda,UGA,1991,45.0
Upper middle income,UMC,1991,74.7259979248047
World,WLD,1991,68.6674423217773
Samoa,WSM,1991,97.0
Africa Eastern and Southern,AFE,1992,49.0647888183594
Africa Western and Central,AFW,1992,33.8582496643066
Arab World,ARB,1992,43.9511413574219
Benin,BEN,1992,17.0
Bolivia,BOL,1992,72.0
Central Europe and the Baltics,CEB,1992,97.7855224609375
Chile,CHL,1992,94.0
Cyprus,CYP,1992,91.0
East Asia & Pacific (excluding high income),EAP,1992,73.8778076171875
Early-demographic dividend,EAR,1992,50.2319793701172
East Asia & Pacific,EAS,1992,74.8060302734375
Europe & Central Asia (excluding high income),ECA,1992,90.7383575439453
Fragile and conflict affected situations,FCS,1992,51.8193893432617
Heavily indebted poor countries (HIPC),HPC,1992,35.9281311035156
IBRD only,IBD,1992,67.5160293579102
IDA & IBRD total,IBT,1992,62.8451995849609
IDA total,IDA,1992,40.615421295166
IDA blend,IDB,1992,43.464771270752
IDA only,IDX,1992,39.2430610656738
Latin America & Caribbean (excluding high income),LAC,1992,83.7399673461914
Latin America & Caribbean,LCN,1992,84.5907287597656
Least developed countries: UN classification,LDC,1992,35.2405815124512
Low income,LIC,1992,37.2138404846191
Lower middle income,LMC,1992,43.0553817749023
Low & middle income,LMY,1992,62.2470703125
Late-demographic dividend,LTE,1992,77.7093276977539
Middle East & North Africa,MEA,1992,48.3487396240234
Middle income,MIC,1992,63.8271713256836
Middle East & North Africa (excluding high income),MNA,1992,46.2084693908691
Other small states,OSS,1992,71.6549224853516
Pre-demographic dividend,PRE,1992,40.3786392211914
Paraguay,PRY,1992,89.0
Romania,ROU,1992,95.0
South Asia,SAS,1992,33.5255889892578
Saudi Arabia,SAU,1992,57.0
El Salvador,SLV,1992,71.0
Sub-Saharan Africa (excluding high income),SSA,1992,43.0291595458984
Sub-Saharan Africa,SSF,1992,43.0365104675293
Small states,SST,1992,76.4372787475586
East Asia & Pacific (IDA & IBRD countries),TEA,1992,73.4972686767578
Europe & Central Asia (IDA & IBRD countries),TEC,1992,94.3624496459961
Latin America & the Caribbean (IDA & IBRD countries),TLA,1992,84.0768280029297
Middle East & North Africa (IDA & IBRD countries),TMN,1992,45.950008392334
South Asia (IDA & IBRD),TSA,1992,33.5255889892578
Sub-Saharan Africa (IDA & IBRD countries),TSS,1992,43.0365104675293
Upper middle income,UMC,1992,75.4789505004883
World,WLD,1992,69.134162902832
Zimbabwe,ZWE,1992,79.0
Africa Eastern and Southern,AFE,1993,49.7175216674805
Africa Western and Central,AFW,1993,34.7813911437988
Arab World,ARB,1993,44.3244209289551
Central Europe and the Baltics,CEB,1993,97.8657073974609
Colombia,COL,1993,91.0
Caribbean small states,CSS,1993,88.9220199584961
East Asia & Pacific (excluding high income),EAP,1993,74.6324996948242
Early-demographic dividend,EAR,1993,51.0471305847168
East Asia & Pacific,EAS,1993,75.5037384033203
Europe & Central Asia (excluding high income),ECA,1993,90.9152526855469
Fragile and conflict affected situations,FCS,1993,52.0890998840332
Gabon,GAB,1993,65.0
Heavily indebted poor countries (HIPC),HPC,1993,36.3877410888672
IBRD only,IBD,1993,68.1252822875977
IDA & IBRD total,IBT,1993,63.4368705749512
IDA total,IDA,1993,41.314338684082
IDA blend,IDB,1993,44.5341300964355
IDA only,IDX,1993,39.7740097045898
Latin America & Caribbean (excluding high income),LAC,1993,84.3888168334961
Latin America & Caribbean,LCN,1993,85.1944885253906
Least developed countries: UN classification,LDC,1993,35.789421081543
Low income,LIC,1993,37.4961395263672
Lower middle income,LMC,1993,43.8736610412598
Low & middle income,LMY,1993,62.851749420166
Late-demographic dividend,LTE,1993,78.3248596191406
Middle East & North Africa,MEA,1993,48.9220314025879
Middle income,MIC,1993,64.4704132080078
Middle East & North Africa (excluding high income),MNA,1993,46.7094612121582
Other small states,OSS,1993,72.1672134399414
Peru,PER,1993,82.0
Pre-demographic dividend,PRE,1993,41.0080108642578
South Asia,SAS,1993,34.4439392089844
Sub-Saharan Africa (excluding high income),SSA,1993,43.7805595397949
Sub-Saharan Africa,SSF,1993,43.7877502441406
Small states,SST,1993,76.8060836791992
Chad,TCD,1993,5.0
East Asia & Pacific (IDA & IBRD countries),TEA,1993,74.2639312744141
Europe & Central Asia (IDA & IBRD countries),TEC,1993,94.5267181396484
Latin America & the Caribbean (IDA & IBRD countries),TLA,1993,84.7113418579102
Middle East & North Africa (IDA & IBRD countries),TMN,1993,46.4418983459473
South Asia (IDA & IBRD),TSA,1993,34.4439392089844
Sub-Saharan Africa (IDA & IBRD countries),TSS,1993,43.7877502441406
Upper middle income,UMC,1993,76.1921310424805
World,WLD,1993,69.5851974487305
Africa Eastern and Southern,AFE,1994,50.3447113037109
Africa Western and Central,AFW,1994,35.7780113220215
Arab World,ARB,1994,45.4606094360352
Central Europe and the Baltics,CEB,1994,97.9456405639648
Caribbean small states,CSS,1994,88.9909286499023
East Asia & Pacific (excluding high income),EAP,1994,75.4328231811523
Early-demographic dividend,EAR,1994,51.9679985046387
East Asia & Pacific,EAS,1994,76.2617263793945
Europe & Central Asia (excluding high income),ECA,1994,91.0859527587891
Europe & Central Asia,ECS,1994,94.4675369262695
Ethiopia,ETH,1994,19.0
Fragile and conflict affected situations,FCS,1994,52.7355499267578
Guatemala,GTM,1994,57.0
Heavily indebted poor countries (HIPC),HPC,1994,36.9095611572266
IBRD only,IBD,1994,68.7619400024414
IDA & IBRD total,IBT,1994,64.0782699584961
IDA total,IDA,1994,42.2081108093262
IDA blend,IDB,1994,45.4254989624023
IDA only,IDX,1994,40.6672592163086
Latin America & Caribbean (excluding high income),LAC,1994,85.0252227783203
Libya,LBY,1994,63.7000007629395
Latin America & Caribbean,LCN,1994,85.7858428955078
Least developed countries: UN classification,LDC,1994,36.743221282959
Low income,LIC,1994,37.8657302856445
Lower middle income,LMC,1994,44.844409942627
Low & middle income,LMY,1994,63.5065116882324
Late-demographic dividend,LTE,1994,78.9257202148438
Morocco,MAR,1994,29.0
Middle East & North Africa,MEA,1994,50.0711708068848
Middle income,MIC,1994,65.1564178466797
North Macedonia,MKD,1994,91.0
Middle East & North Africa (excluding high income),MNA,1994,47.8387794494629
Other small states,OSS,1994,72.4965286254883
Philippines,PHL,1994,95.0
Pre-demographic dividend,PRE,1994,41.7285003662109
South Asia,SAS,1994,35.3673515319824
Sub-Saharan Africa (excluding high income),SSA,1994,44.5528793334961
Sub-Saharan Africa,SSF,1994,44.5599403381348
Small states,SST,1994,77.0309829711914
Seychelles,SYC,1994,89.0
East Asia & Pacific (IDA & IBRD countries),TEA,1994,75.0766372680664
Europe & Central Asia (IDA & IBRD countries),TEC,1994,94.6878433227539
Latin America & the Caribbean (IDA & IBRD countries),TLA,1994,85.3329086303711
Middle East & North Africa (IDA & IBRD countries),TMN,1994,47.5661888122559
South Asia (IDA & IBRD),TSA,1994,35.3673515319824
Sub-Saharan Africa (IDA & IBRD countries),TSS,1994,44.5599403381348
Upper middle income,UMC,1994,76.8952407836914
Vanuatu,VUT,1994,65.5999984741211
World,WLD,1994,70.0834808349609
"Yemen, Rep.",YEM,1994,17.0
Africa Eastern and Southern,AFE,1995,51.0756301879883
Africa Western and Central,AFW,1995,36.2378616333008
Arab World,ARB,1995,46.6182708740234
Central Europe and the Baltics,CEB,1995,98.0220184326172
Caribbean small states,CSS,1995,89.2908630371094
East Asia & Pacific (excluding high income),EAP,1995,76.2424468994141
Early-demographic dividend,EAR,1995,52.9874382019043
East Asia & Pacific,EAS,1995,77.0280990600586
Europe & Central Asia (excluding high income),ECA,1995,91.2532577514648
Europe & Central Asia,ECS,1995,94.6534423828125
Fragile and conflict affected situations,FCS,1995,53.2521705627441
Heavily indebted poor countries (HIPC),HPC,1995,37.2690887451172
IBRD only,IBD,1995,69.4453277587891
IDA & IBRD total,IBT,1995,64.7531967163086
IDA total,IDA,1995,43.0610885620117
IDA blend,IDB,1995,46.3541793823242
IDA only,IDX,1995,41.4849700927734
Kuwait,KWT,1995,74.0
Latin America & Caribbean (excluding high income),LAC,1995,85.6565475463867
Lao PDR,LAO,1995,48.0
Latin America & Caribbean,LCN,1995,86.3721008300781
Least developed countries: UN classification,LDC,1995,37.7472305297852
Low income,LIC,1995,38.2984809875488
Lower middle income,LMC,1995,45.8046417236328
Low & middle income,LMY,1995,64.1954574584961
Late-demographic dividend,LTE,1995,79.536979675293
Maldives,MDV,1995,96.0
Middle East & North Africa,MEA,1995,51.9755897521973
Middle income,MIC,1995,65.8776626586914
Malta,MLT,1995,89.0
Middle East & North Africa (excluding high income),MNA,1995,49.8226013183594
Other small states,OSS,1995,72.8957901000977
Pre-demographic dividend,PRE,1995,42.3439712524414
South Asia,SAS,1995,36.3256797790527
Sub-Saharan Africa (excluding high income),SSA,1995,45.1804504394531
Sub-Saharan Africa,SSF,1995,45.1874313354492
Small states,SST,1995,77.3764801025391
East Asia & Pacific (IDA & IBRD countries),TEA,1995,75.8992309570312
Europe & Central Asia (IDA & IBRD countries),TEC,1995,94.8494491577148
Turkmenistan,TKM,1995,98.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,1995,85.9488525390625
Middle East & North Africa (IDA & IBRD countries),TMN,1995,49.554759979248
South Asia (IDA & IBRD),TSA,1995,36.3256797790527
Sub-Saharan Africa (IDA & IBRD countries),TSS,1995,45.1874313354492
Upper middle income,UMC,1995,77.6555099487305
World,WLD,1995,70.6088790893555
Africa Eastern and Southern,AFE,1996,51.8616905212402
Africa Western and Central,AFW,1996,37.2734413146973
Arab World,ARB,1996,47.994068145752
Burkina Faso,BFA,1996,8.0
Colombia,COL,1996,91.0
Caribbean small states,CSS,1996,89.5848083496094
East Asia & Pacific (excluding high income),EAP,1996,76.9634780883789
Early-demographic dividend,EAR,1996,53.8701515197754
East Asia & Pacific,EAS,1996,77.7007369995117
Europe & Central Asia (excluding high income),ECA,1996,91.6206436157227
Europe & Central Asia,ECS,1996,94.8782272338867
"Egypt, Arab Rep.",EGY,1996,44.0
Fragile and conflict affected situations,FCS,1996,53.7076683044434
Guinea,GIN,1996,10.0
Heavily indebted poor countries (HIPC),HPC,1996,37.9316291809082
IBRD only,IBD,1996,70.0962524414062
IDA & IBRD total,IBT,1996,65.3990631103516
IDA total,IDA,1996,43.8941802978516
IDA blend,IDB,1996,47.4113082885742
IDA only,IDX,1996,42.2046585083008
"Iran, Islamic Rep.",IRN,1996,66.0
Latin America & Caribbean (excluding high income),LAC,1996,86.0962219238281
Latin America & Caribbean,LCN,1996,86.7865524291992
Least developed countries: UN classification,LDC,1996,38.4643287658691
Low income,LIC,1996,38.8050498962402
Lower middle income,LMC,1996,46.744571685791
Low & middle income,LMY,1996,64.8551712036133
Late-demographic dividend,LTE,1996,80.1270217895508
Middle East & North Africa,MEA,1996,53.3722915649414
Middle income,MIC,1996,66.5597534179688
Middle East & North Africa (excluding high income),MNA,1996,51.2504997253418
New Caledonia,NCL,1996,95.0
Other small states,OSS,1996,73.5185699462891
Pre-demographic dividend,PRE,1996,43.2214508056641
South Asia,SAS,1996,37.3126487731934
Sub-Saharan Africa (excluding high income),SSA,1996,46.0622901916504
Sub-Saharan Africa,SSF,1996,46.0691604614258
Small states,SST,1996,77.8708190917969
East Asia & Pacific (IDA & IBRD countries),TEA,1996,76.6330032348633
Europe & Central Asia (IDA & IBRD countries),TEC,1996,95.094367980957
Latin America & the Caribbean (IDA & IBRD countries),TLA,1996,86.3856811523438
Middle East & North Africa (IDA & IBRD countries),TMN,1996,50.9828910827637
Tonga,TON,1996,99.0
South Asia (IDA & IBRD),TSA,1996,37.3126487731934
Sub-Saharan Africa (IDA & IBRD countries),TSS,1996,46.0691604614258
Upper middle income,UMC,1996,78.3533172607422
Uruguay,URY,1996,97.0
World,WLD,1996,71.1043014526367
South Africa,ZAF,1996,81.0
Africa Eastern and Southern,AFE,1997,52.9156608581543
Africa Western and Central,AFW,1997,38.4017601013184
Arab World,ARB,1997,49.370548248291
Caribbean small states,CSS,1997,89.8688812255859
East Asia & Pacific (excluding high income),EAP,1997,85.0124282836914
Early-demographic dividend,EAR,1997,54.7390594482422
East Asia & Pacific,EAS,1997,84.8733367919922
Europe & Central Asia (excluding high income),ECA,1997,91.8075714111328
Europe & Central Asia,ECS,1997,95.0500106811523
Fragile and conflict affected situations,FCS,1997,54.3899688720703
Heavily indebted poor countries (HIPC),HPC,1997,38.865650177002
IBRD only,IBD,1997,74.2135162353516
IDA & IBRD total,IBT,1997,68.9121704101562
IDA total,IDA,1997,44.8454284667969
IDA blend,IDB,1997,48.4611206054688
IDA only,IDX,1997,43.1004104614258
Latin America & Caribbean (excluding high income),LAC,1997,86.3761978149414
Latin America & Caribbean,LCN,1997,87.060676574707
Least developed countries: UN classification,LDC,1997,39.3873405456543
Low income,LIC,1997,39.6609497070312
Lower middle income,LMC,1997,47.708911895752
Low & middle income,LMY,1997,68.4349822998047
Late-demographic dividend,LTE,1997,86.949348449707
Middle East & North Africa,MEA,1997,54.7637901306152
Middle income,MIC,1997,70.3277816772461
Middle East & North Africa (excluding high income),MNA,1997,52.6767387390137
Mozambique,MOZ,1997,25.0
Other small states,OSS,1997,74.0489196777344
Pre-demographic dividend,PRE,1997,44.3054618835449
West Bank and Gaza,PSE,1997,80.0
Qatar,QAT,1997,81.0
South Asia,SAS,1997,38.3096199035645
Sub-Saharan Africa (excluding high income),SSA,1997,47.1424217224121
Sub-Saharan Africa,SSF,1997,47.1491584777832
Small states,SST,1997,78.30078125
East Asia & Pacific (IDA & IBRD countries),TEA,1997,84.7990188598633
Europe & Central Asia (IDA & IBRD countries),TEC,1997,95.2531661987305
Latin America & the Caribbean (IDA & IBRD countries),TLA,1997,86.676399230957
Middle East & North Africa (IDA & IBRD countries),TMN,1997,52.4099884033203
South Asia (IDA & IBRD),TSA,1997,38.3096199035645
Sub-Saharan Africa (IDA & IBRD countries),TSS,1997,47.1491584777832
Upper middle income,UMC,1997,84.6334915161133
World,WLD,1997,73.9001007080078
Africa Eastern and Southern,AFE,1998,53.2861709594727
Africa Western and Central,AFW,1998,39.6568298339844
Arab World,ARB,1998,50.7868881225586
Cote d'Ivoire,CIV,1998,28.0
Caribbean small states,CSS,1998,90.1499633789062
East Asia & Pacific (excluding high income),EAP,1998,85.5623626708984
Early-demographic dividend,EAR,1998,57.5786781311035
East Asia & Pacific,EAS,1998,85.4015884399414
Europe & Central Asia (excluding high income),ECA,1998,92.1829605102539
Europe & Central Asia,ECS,1998,95.2974700927734
Fragile and conflict affected situations,FCS,1998,55.060920715332
Heavily indebted poor countries (HIPC),HPC,1998,39.3017501831055
IBRD only,IBD,1998,75.7675628662109
IDA & IBRD total,IBT,1998,70.3898010253906
IDA total,IDA,1998,46.1753807067871
IDA blend,IDB,1998,49.4837188720703
IDA only,IDX,1998,44.5716705322266
Cambodia,KHM,1998,57.0
Latin America & Caribbean (excluding high income),LAC,1998,86.7826538085938
Latin America & Caribbean,LCN,1998,87.4570083618164
Least developed countries: UN classification,LDC,1998,40.9749488830566
Low income,LIC,1998,40.402759552002
Lower middle income,LMC,1998,50.9404716491699
Low & middle income,LMY,1998,69.939826965332
Late-demographic dividend,LTE,1998,87.4426727294922
Middle East & North Africa,MEA,1998,56.2225914001465
Middle income,MIC,1998,71.8905563354492
Mali,MLI,1998,12.0
Middle East & North Africa (excluding high income),MNA,1998,54.1214790344238
Malawi,MWI,1998,54.0
Other small states,OSS,1998,74.7796783447266
Pakistan,PAK,1998,29.0
Pre-demographic dividend,PRE,1998,44.9764213562012
South Asia,SAS,1998,42.8381118774414
Sub-Saharan Africa (excluding high income),SSA,1998,47.8527412414551
Sub-Saharan Africa,SSF,1998,47.8593482971191
Small states,SST,1998,78.8684463500977
East Asia & Pacific (IDA & IBRD countries),TEA,1998,85.3586502075195
Europe & Central Asia (IDA & IBRD countries),TEC,1998,95.7154388427734
Latin America & the Caribbean (IDA & IBRD countries),TLA,1998,87.092643737793
Middle East & North Africa (IDA & IBRD countries),TMN,1998,53.8565483093262
South Asia (IDA & IBRD),TSA,1998,42.8381118774414
Sub-Saharan Africa (IDA & IBRD countries),TSS,1998,47.8593482971191
Upper middle income,UMC,1998,85.1827087402344
World,WLD,1998,75.0516586303711
Africa Eastern and Southern,AFE,1999,54.1241188049316
Africa Western and Central,AFW,1999,40.6893005371094
Arab World,ARB,1999,52.1447982788086
Azerbaijan,AZE,1999,98.0
Belarus,BLR,1999,99.0
Caribbean small states,CSS,1999,90.4337615966797
East Asia & Pacific (excluding high income),EAP,1999,85.9904708862305
Early-demographic dividend,EAR,1999,58.4230194091797
East Asia & Pacific,EAS,1999,85.8446578979492
Europe & Central Asia (excluding high income),ECA,1999,92.415657043457
Europe & Central Asia,ECS,1999,95.4518280029297
Fragile and conflict affected situations,FCS,1999,55.6824798583984
Heavily indebted poor countries (HIPC),HPC,1999,40.0975494384766
IBRD only,IBD,1999,76.2659225463867
IDA & IBRD total,IBT,1999,70.9259872436523
IDA total,IDA,1999,47.1303787231445
IDA blend,IDB,1999,50.5296592712402
IDA only,IDX,1999,45.4778785705566
Jamaica,JAM,1999,86.0
Kazakhstan,KAZ,1999,99.0
Kyrgyz Republic,KGZ,1999,98.0
Latin America & Caribbean (excluding high income),LAC,1999,87.1758422851562
Latin America & Caribbean,LCN,1999,87.82470703125
Least developed countries: UN classification,LDC,1999,41.9281883239746
Low income,LIC,1999,41.050708770752
Lower middle income,LMC,1999,51.8674812316895
Low & middle income,LMY,1999,70.4912567138672
Late-demographic dividend,LTE,1999,87.8346099853516
Middle East & North Africa,MEA,1999,57.6296882629395
Middle income,MIC,1999,72.4497680664062
Middle East & North Africa (excluding high income),MNA,1999,55.5533790588379
Other small states,OSS,1999,75.3600463867188
Pre-demographic dividend,PRE,1999,45.9284896850586
South Asia,SAS,1999,43.8919486999512
Solomon Islands,SLB,1999,69.0
Sub-Saharan Africa (excluding high income),SSA,1999,48.764461517334
Sub-Saharan Africa,SSF,1999,48.7709312438965
Small states,SST,1999,79.3335113525391
East Asia & Pacific (IDA & IBRD countries),TEA,1999,85.7942886352539
Europe & Central Asia (IDA & IBRD countries),TEC,1999,95.8154830932617
Latin America & the Caribbean (IDA & IBRD countries),TLA,1999,87.4782409667969
Middle East & North Africa (IDA & IBRD countries),TMN,1999,55.2925300598145
South Asia (IDA & IBRD),TSA,1999,43.8919486999512
Sub-Saharan Africa (IDA & IBRD countries),TSS,1999,48.7709312438965
Upper middle income,UMC,1999,85.6735763549805
Viet Nam,VNM,1999,87.0
World,WLD,1999,75.4796676635742
Zambia,ZMB,1999,60.0
Aruba,ABW,2000,97.0
Africa Eastern and Southern,AFE,2000,54.8834800720215
Africa Western and Central,AFW,2000,35.9609794616699
Arab World,ARB,2000,53.4153785705566
Burundi,BDI,2000,52.0
Bosnia and Herzegovina,BIH,2000,94.0
Brazil,BRA,2000,87.0
Central African Republic,CAF,2000,35.0
China,CHN,2000,87.0
Cote d'Ivoire,CIV,2000,39.0
Cameroon,CMR,2000,59.0
Comoros,COM,2000,63.0
Cabo Verde,CPV,2000,69.4445571899414
Costa Rica,CRI,2000,95.0
Caribbean small states,CSS,2000,90.7227020263672
East Asia & Pacific (excluding high income),EAP,2000,86.4837112426758
Early-demographic dividend,EAR,2000,59.3237991333008
East Asia & Pacific,EAS,2000,86.3198089599609
Europe & Central Asia (excluding high income),ECA,2000,92.3821411132812
Europe & Central Asia,ECS,2000,95.4768295288086
Estonia,EST,2000,100.0
Fragile and conflict affected situations,FCS,2000,53.6383399963379
Ghana,GHA,2000,50.0
"Gambia, The",GMB,2000,25.0
Guinea-Bissau,GNB,2000,27.0
Equatorial Guinea,GNQ,2000,82.0
Guam,GUM,2000,99.5699996948242
Heavily indebted poor countries (HIPC),HPC,2000,41.1893692016602
IBRD only,IBD,2000,76.7907180786133
IDA & IBRD total,IBT,2000,71.2205276489258
IDA total,IDA,2000,46.6376800537109
IDA blend,IDB,2000,46.9897804260254
IDA only,IDX,2000,46.4659805297852
Iraq,IRQ,2000,64.0
Kenya,KEN,2000,78.0
Latin America & Caribbean (excluding high income),LAC,2000,87.5532531738281
Lao PDR,LAO,2000,58.0
Latin America & Caribbean,LCN,2000,88.1842727661133
Least developed countries: UN classification,LDC,2000,42.7820892333984
Low income,LIC,2000,41.6878509521484
Lower middle income,LMC,2000,52.1195602416992
Low & middle income,LMY,2000,70.789680480957
Lesotho,LSO,2000,92.0
Late-demographic dividend,LTE,2000,88.1921081542969
Latvia,LVA,2000,100.0
Moldova,MDA,2000,95.0
Madagascar,MDG,2000,65.0
Maldives,MDV,2000,96.0
Middle East & North Africa,MEA,2000,58.9530715942383
Mexico,MEX,2000,89.0
Middle income,MIC,2000,72.7409133911133
Myanmar,MMR,2000,86.0
Middle East & North Africa (excluding high income),MNA,2000,56.8886184692383
Mongolia,MNG,2000,98.0
Mauritania,MRT,2000,43.0
Mauritius,MUS,2000,81.0
Other small states,OSS,2000,75.2136306762695
Panama,PAN,2000,91.0
Philippines,PHL,2000,93.0
Papua New Guinea,PNG,2000,51.0
Pre-demographic dividend,PRE,2000,44.0108795166016
Rwanda,RWA,2000,60.0
South Asia,SAS,2000,44.9287490844727
Saudi Arabia,SAU,2000,69.0
Sudan,SDN,2000,52.0
Singapore,SGP,2000,89.0
Sub-Saharan Africa (excluding high income),SSA,2000,47.3392486572266
Sub-Saharan Africa,SSF,2000,47.3460006713867
Small states,SST,2000,79.3312301635742
Eswatini,SWZ,2000,80.0
Chad,TCD,2000,13.0
East Asia & Pacific (IDA & IBRD countries),TEA,2000,86.2959213256836
Europe & Central Asia (IDA & IBRD countries),TEC,2000,95.8181762695312
Togo,TGO,2000,38.0
Thailand,THA,2000,91.0
Tajikistan,TJK,2000,99.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,2000,87.8553085327148
Middle East & North Africa (IDA & IBRD countries),TMN,2000,56.6311988830566
South Asia (IDA & IBRD),TSA,2000,44.9287490844727
Sub-Saharan Africa (IDA & IBRD countries),TSS,2000,47.3460006713867
Trinidad and Tobago,TTO,2000,97.0999984741211
Upper middle income,UMC,2000,86.1647186279297
Uzbekistan,UZB,2000,98.0
Viet Nam,VNM,2000,87.0
World,WLD,2000,75.6943511962891
Africa Eastern and Southern,AFE,2001,55.6412506103516
Africa Western and Central,AFW,2001,37.2136192321777
Angola,AGO,2001,54.0
Albania,ALB,2001,98.0
Arab World,ARB,2001,54.7703285217285
Argentina,ARG,2001,97.0
Armenia,ARM,2001,99.0
Antigua and Barbuda,ATG,2001,99.0
Bangladesh,BGD,2001,41.0
Bulgaria,BGR,2001,98.0
Bahrain,BHR,2001,84.0
Belize,BLZ,2001,81.3000030517578
Bolivia,BOL,2001,81.0
Brunei Darussalam,BRN,2001,90.0
"Congo, Dem. Rep.",COD,2001,54.0
Caribbean small states,CSS,2001,90.9726333618164
Cyprus,CYP,2001,95.0
East Asia & Pacific (excluding high income),EAP,2001,86.9706573486328
Early-demographic dividend,EAR,2001,60.1137390136719
East Asia & Pacific,EAS,2001,86.7910385131836
Europe & Central Asia (excluding high income),ECA,2001,92.6148223876953
Europe & Central Asia,ECS,2001,95.6156234741211
Ecuador,ECU,2001,90.0
Fragile and conflict affected situations,FCS,2001,54.2649383544922
Greece,GRC,2001,94.0
Honduras,HND,2001,80.0
Heavily indebted poor countries (HIPC),HPC,2001,42.2231483459473
Croatia,HRV,2001,97.0
IBRD only,IBD,2001,77.2893829345703
IDA & IBRD total,IBT,2001,71.7464904785156
IDA total,IDA,2001,47.5605201721191
IDA blend,IDB,2001,47.9043006896973
IDA only,IDX,2001,47.3915481567383
India,IND,2001,48.0
Italy,ITA,2001,98.0
Latin America & Caribbean (excluding high income),LAC,2001,87.6823577880859
Lao PDR,LAO,2001,61.0
Latin America & Caribbean,LCN,2001,88.3169021606445
Least developed countries: UN classification,LDC,2001,43.7628402709961
Low income,LIC,2001,42.4987602233887
Sri Lanka,LKA,2001,89.0
Lower middle income,LMC,2001,53.0787086486816
Low & middle income,LMY,2001,71.3273391723633
Late-demographic dividend,LTE,2001,88.5968399047852
Lithuania,LTU,2001,100.0
"Macao SAR, China",MAC,2001,88.0
Middle East & North Africa,MEA,2001,60.3362083435059
Middle income,MIC,2001,73.2731628417969
Middle East & North Africa (excluding high income),MNA,2001,58.3152503967285
Namibia,NAM,2001,84.0
Niger,NER,2001,9.0
Nicaragua,NIC,2001,77.0
Nepal,NPL,2001,35.0
Other small states,OSS,2001,75.7852325439453
Pre-demographic dividend,PRE,2001,45.1035194396973
South Asia,SAS,2001,45.9582786560059
Sub-Saharan Africa (excluding high income),SSA,2001,48.2938194274902
Sub-Saharan Africa,SSF,2001,48.3004112243652
