"Data Source","World Development Indicators",

"Last Updated Date","2024-10-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Gibraltar","GIB","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","","","","","","","43","","","","","","","37","","","","44","","","","54","","","61.1500015258789","","",
"Gambia, The","GMB","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49","","","","","","","","","","","","","51.418041229248","","62","","","64.9327774047852","","","65.2704010009766","65.3099975585938","",
"Guinea-Bissau","GNB","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","33","","","","","","","","","","","","","","","","","","","","","58","","","","","","","","","","","","","","62.1579704284668","","","","","71.3431701660156","","","67.5800018310547","",
"Equatorial Guinea","GNQ","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","","","","","","","","","","97.1839981079102","","","","","","","","","","","","","",
"Greece","GRC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","96","","","","","","","","","","96","","","","","","","","","","98","","","","","","","","96","","","","","","","","","","","","","","",
"Grenada","GRD","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","98","","","","","","","","","","98.4000015258789","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72","","","","","","","","75","","","","","","","","","","85","83","87","86.3035202026367","","","85","","","","88.3589019775391","",
"Guam","GUM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","96","","","","","","","","","","99","","","","","","","","","","99.5599975585938","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.4365615844727","","","","","86.3143768310547","","","","","","84.2137603759766","","90.4300003051758","",
"High income","HIC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.1199722290039","","","",
"Hong Kong SAR, China","HKG","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","","","","","","84","","","85","85","86","86","87","88","89","","87","88","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","54.8027687072754","55.3707084655762","55.7292594909668","56.1983795166016","56.6158294677734","56.9204711914062","57.1558494567871","57.4596900939941","57.8263206481934","57.8696517944336","58.2031211853027","58.757209777832","59.3255195617676","60.1751098632812","61.0841789245605","61.673210144043","63.1847686767578","63.4182815551758","63.9900512695312","64.1073226928711","62.4904289245605","63.6598815917969","63.8659286499023","64.0183868408203","64.5670471191406","66.1520309448242","67.2826919555664","68.1930999755859","68.7028732299805","69.0814514160156","69.3991088867188","70.2683181762695","71.6061172485352","71.5475692749023","71.7008972167969","72.0230865478516","72.3272018432617","72.568603515625",
"Croatia","HRV","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","","","","","","","","","","99","","","","","","","","","","","","","","","","","","","","99.6900024414062","","",
"Haiti","HTI","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","37","","","","","","","","","","","","","","","","","","","","","63","","","53.3550491333008","","","","","","","","","","65.2776489257812","72.9387283325195","","","","","","",
"Hungary","HUN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","99","","","","","","","","","","99.3000030517578","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.0999984741211","","",
"IBRD only","IBD","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","72.7656402587891","72.9016036987305","73.1840362548828","73.8350677490234","74.5245895385742","75.1420211791992","75.7438507080078","76.3238296508789","76.8644638061523","77.4952392578125","78.0555877685547","78.6025085449219","79.3081283569336","81.0554428100586","81.5146789550781","82.0162887573242","82.4099731445312","82.8003921508789","83.1712112426758","83.5353622436523","83.9143371582031","84.2700424194336","85.9692230224609","87.5931701660156","87.838508605957","88.1536026000977","88.4152374267578","88.6817626953125","89.1647262573242","89.4384002685547","89.6423873901367","89.7569885253906","90.3122177124023","90.6342697143555","90.760139465332","90.8974761962891","91.1175689697266","91.36669921875","91.5281982421875","91.764778137207","91.9853134155273","92.0400314331055","92.1076278686523","92.2279586791992","92.1924133300781","92.4246368408203","92.5746383666992","92.8074035644531","93.0214920043945",
"IDA & IBRD total","IBT","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","69.5929870605469","69.7205963134766","69.9963226318359","70.5777587890625","71.1895523071289","71.7383117675781","72.2761688232422","72.8006896972656","73.2927474975586","73.8660202026367","74.3803405761719","74.8789291381836","75.5381622314453","77.1430969238281","77.5971984863281","78.0881576538086","78.459098815918","78.944709777832","79.4188079833984","79.795539855957","80.1657791137695","80.512939453125","81.9812927246094","83.5028533935547","83.800651550293","83.9814224243164","84.2504806518555","84.6071472167969","85.1578826904297","85.4544067382812","85.589111328125","85.3745422363281","85.7428970336914","86.0635375976562","86.2211227416992","86.6311416625977","86.7353591918945","86.9042510986328","87.2086410522461","87.4537963867188","87.8580627441406","88.1147613525391","88.2380218505859","88.4304962158203","88.4655914306641","88.6448974609375","88.798713684082","88.9905090332031","89.1605834960938",
"IDA total","IDA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","55.2703399658203","55.4987411499023","55.7549018859863","56.0119514465332","56.3070106506348","56.5986213684082","56.8633918762207","57.2981300354004","58.2143096923828","58.6435203552246","59.0829086303711","59.4498291015625","60.5345497131348","61.6585311889648","62.2832107543945","62.7815284729004","63.2558517456055","63.8112602233887","65.004020690918","65.7125778198242","65.4560699462891","65.9519577026367","66.8658294677734","67.8557815551758","68.3964462280273","68.3793563842773","66.921516418457","66.7026290893555","67.2203826904297","67.6958999633789","69.4220504760742","69.2731399536133","69.3535308837891","70.4024963378906","70.8424835205078","72.1318969726562","73.3173904418945","73.8437194824219","74.5016326904297","74.9995193481445","75.1911087036133","75.5923385620117","75.8644714355469","76.1117706298828",
"IDA blend","IDB","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","56.4063301086426","56.6529006958008","56.9602813720703","57.2639389038086","57.5503311157227","57.8163414001465","58.0764694213867","58.3425483703613","58.8950004577637","59.4403915405273","59.8953514099121","60.4275283813477","60.9600410461426","63.6325187683105","66.3847198486328","67.0523300170898","67.7312622070312","68.4157485961914","69.0617828369141","69.6572875976562","70.2961196899414","68.1444396972656","68.742073059082","69.2917633056641","71.4652328491211","71.9717636108398","71.2916793823242","71.8065185546875","69.6430130004883","70.6538619995117","71.7253570556641","72.0332336425781","71.5388793945312","73.232536315918","73.0025634765625","73.4488983154297","73.9762496948242","74.5011596679688","74.9047317504883","74.8258666992188","74.7158889770508","75.0099411010742","75.2880783081055","75.5403594970703","75.7923278808594",
"Indonesia","IDN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","77","","","","","","","","","","88","","","","","","","","","","","","","","94","","95","","95","96","","96","","","97","97","97","","97","","97","","","",
"IDA only","IDX","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","54.7682495117188","55.0006713867188","55.2430610656738","55.5526504516602","55.8599815368652","56.1240997314453","56.5000114440918","57.6015090942383","58.0178489685059","58.4108581542969","58.6918907165527","58.9766502380371","59.3002510070801","59.9037284851074","60.3147087097168","60.6771697998047","61.1768608093262","62.660400390625","63.3975601196289","64.0944976806641","64.5284423828125","65.6233673095703","66.0116195678711","66.5696334838867","66.8901290893555","64.4241790771484","65.1984024047852","65.4613189697266","65.625862121582","68.0779800415039","68.1060333251953","67.3578872680664","69.067497253418","69.5063171386719","71.1891708374023","72.7163162231445","73.3097610473633","74.3393020629883","75.140739440918","75.2808685302734","75.7425384521484","76.0240936279297","76.26904296875",
"Isle of Man","IMN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","55","","","","","","","","","","62","","","","","","","","","","73","","","","","75","","","","","79","","","","","","","","","","","83","85",
"Not classified","INX","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","48","","","","","","","","","","63","","","","","74","","","","","80","","","","","","84","","","88","87","","88","","","","89","90","90","","90","","","","","","93","",
"Iraq","IRQ","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","","","","","","","","","","","","86","","90","","90","91","","","","","","",
"Iceland","ISL","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","97","","","","","","","","","","","","","","","","","","","","99","","","","","","","","","","99","","","","","","","","99","","","","",
"Jamaica","JAM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74","","","","","","","","","","","","","","","","","","","","","","","","",
"Jordan","JOR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","80","","","","","","","","","","","","","","","","","","","","","","","","95","","95","","95","","","96","98","98","","","","","","96.7476425170898","","","","","97",
"Japan","JPN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","","","","","","","","","","100","","","","","","","","","","100","99.8296813964844","","","","","","","","","","99.9000015258789","","","",
"Kenya","KEN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","","","","","","","78.0791473388672","","","","","","","83.7780303955078","","","","","","","","85.5800018310547","",
"Kyrgyz Republic","KGZ","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","","","","","","","","","","100","","","","","","","","","","99.6999969482422","","","","",
"Cambodia","KHM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","","","","","","85","","","","85","84","","","","","85","87","","","","","","81.4744567871094","88.129997253418","",
"Kiribati","KIR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.2537002563477","","","","","",
"St. Kitts and Nevis","KNA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","","","","","","","","","","99.1999969482422","","","","","",
"Kuwait","KWT","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","68","","","","","73","","","","","78","","","","","","","","","","81","","","","","","","","","","94","95","95","95","","96","","96","96","","96","","97","97","","97","","","",
"Latin America & Caribbean (excluding high income)","LAC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","80.9028015136719","80.9189910888672","81.1986923217773","81.4887008666992","81.7986831665039","82.0649185180664","82.2893981933594","82.5661773681641","82.8328704833984","83.0932235717773","83.3428497314453","83.5823211669922","83.8119812011719","84.1275100708008","84.4317016601562","84.7254028320312","84.9271469116211","85.5333404541016","86.1446533203125","86.76318359375","87.369873046875","87.9709930419922","88.3163070678711","88.574577331543","88.8764190673828","89.1688919067383","89.4275894165039","89.6211166381836","89.8446197509766","90.515998840332","90.7568435668945","91.0314331054688","91.172492980957","91.6228485107422","91.9070281982422","92.0654067993164","91.9281616210938","92.7931213378906","93.011848449707","93.0063400268555","93.406867980957","93.5979537963867","94.0303421020508","94.0560073852539","94.2348098754883","94.4038619995117","94.4577102661133","94.6176605224609","94.7758102416992","94.911018371582",
"Lao PDR","LAO","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","","","","","81","77","","","","82","","","","","","67.3585815429688","","","","90","","","","","","","91.6399993896484","",
"Lebanon","LBN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","","94","","","","","","","","","95","","","","","",
"Liberia","LBR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","45","","","","","","","","","","","","","","","","","","","","","","","60.7748107910156","","","","","","","","","","62.6965599060059","","","","","","",
"Libya","LBY","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","77","","","","","","","","","","87.7200012207031","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","81.6304092407227","81.6465911865234","81.90380859375","82.1900177001953","82.5025024414062","82.774040222168","83.0059204101562","83.2826538085938","83.5454864501953","83.8058700561523","84.0555572509766","84.2949676513672","84.5244293212891","84.8136520385742","85.1800537109375","85.4987106323242","85.6982421875","86.2564697265625","86.8188629150391","87.3862533569336","87.9442825317383","88.4967269897461","88.8202133178711","89.0705184936523","89.3821487426758","89.6477813720703","89.8916397094727","90.078369140625","90.2916107177734","90.8985137939453","91.1284103393555","91.3888702392578","91.5932464599609","92.0874404907227","92.3555221557617","92.4997024536133","92.3436279296875","93.0597534179688","93.2688293457031","93.2551193237305","93.7041931152344","93.9016799926758","94.3150100708008","94.3244094848633","94.4897918701172","94.64306640625","94.6939468383789","94.8432006835938","94.9902114868164","95.1193618774414",
"Least developed countries: UN classification","LDC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","52.1157913208008","52.3566207885742","52.6047286987305","52.9130897521973","53.2173194885254","53.4719009399414","53.8531684875488","55.0494689941406","55.4560813903809","55.8547706604004","56.1411399841309","56.4302406311035","56.7826309204102","57.4486694335938","58.1747016906738","58.55078125","59.076530456543","60.722599029541","61.524299621582","61.8640899658203","62.3174514770508","63.5202598571777","63.9287910461426","64.5331192016602","64.8612594604492","62.0415992736816","62.6709594726562","62.8832893371582","63.4215698242188","66.0588531494141","66.0741577148438","65.2334594726562","67.1839599609375","67.7824783325195","69.6447601318359","71.310188293457","71.9770431518555","72.1855316162109","73.0437622070312","73.1781616210938","73.6971969604492","74.0156021118164","74.2736511230469",
"Low income","LIC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.657398223877","58.0112686157227","58.4164505004883","58.6763610839844","58.802978515625","58.9717903137207","59.1968116760254","59.5257911682129","59.7352104187012","60.2457389831543","60.8859214782715","61.3261909484863","61.5153694152832","61.9834098815918","63.6732711791992","63.8089904785156","64.3813018798828","64.7371597290039","62.9637298583984","63.9664611816406","64.7131881713867","65.2314605712891","65.3694305419922","66.915397644043","67.3363037109375","68.0701217651367","68.4229583740234","68.8066482543945","69.1388931274414","69.8859329223633","69.7985305786133","69.5994110107422","69.6680908203125","69.9797515869141","70.2593231201172","70.5139923095703",
"Liechtenstein","LIE","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","91","","","","","","","","","","","","","","","","","","","","92","","","","","93","","92","","93","","","","","","93","93","93","93","93","93","93","",
"Lower middle income","LMC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","56.3921089172363","56.4699516296387","56.9370994567871","57.4047508239746","57.850341796875","58.2793998718262","58.7114295959473","59.1780700683594","59.5336112976074","60.0136909484863","60.4868202209473","60.9552688598633","61.6868209838867","62.8373794555664","63.3997688293457","63.9513511657715","64.5112915039062","65.414680480957","66.3298034667969","66.9909286499023","67.5879821777344","68.2077484130859","68.8071594238281","72.4440002441406","73.0102920532227","73.1841812133789","73.6896896362305","74.1970825195312","75.2912979125977","75.7803726196289","75.9220275878906","75.5505218505859","75.7843704223633","76.2670211791992","76.830436706543","77.8799896240234","77.9529571533203","78.3024597167969","79.0266876220703","79.4686508178711","80.4024810791016","80.9293899536133","81.3443603515625","81.8629379272461","81.9057312011719","82.4157562255859","82.8976211547852","83.3353271484375","83.7380981445312",
"Low & middle income","LMY","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","69.1627426147461","69.2918319702148","69.5698089599609","70.1583786010742","70.7780685424805","71.3338088989258","71.8786468505859","72.4104080200195","72.9087600708008","73.4899597167969","74.0112228393555","74.5165863037109","75.1868896484375","76.8114929199219","77.267822265625","77.7654190063477","78.1456832885742","78.6423034667969","79.1268692016602","79.5115737915039","79.8895874023438","80.2444763183594","81.739616394043","83.2861404418945","83.5936126708984","83.7770080566406","84.0520324707031","84.418342590332","84.980598449707","85.2830963134766","85.4211273193359","85.1977005004883","85.5651626586914","85.8922576904297","86.0508880615234","86.4729995727539","86.5870666503906","86.7594375610352","87.0709686279297","87.3123016357422","87.7188873291016","87.9813537597656","88.1096267700195","88.3074188232422","88.345588684082","88.5270233154297","88.6864929199219","88.8830490112305","89.0455627441406",
"Lesotho","LSO","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","","","","","","","","","65.5219573974609","","","","","67.7474670410156","","","","80.2302474975586","","","","73.9400024414062","",
"Late-demographic dividend","LTE","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","79.9973831176758","80.0641403198242","80.7880096435547","81.585563659668","82.2833404541016","82.9464416503906","83.5624389648438","84.1417770385742","84.7529678344727","85.3283615112305","85.8858337402344","86.3954925537109","88.7193374633789","89.0696411132812","89.3847503662109","89.7395095825195","90.0509567260742","90.3494033813477","90.6417465209961","90.936637878418","91.2079772949219","93.9342880249023","94.1271896362305","94.3000106811523","94.4715118408203","94.6735763549805","94.8612213134766","95.1245193481445","95.2908020019531","95.4578475952148","95.6426773071289","96.2160110473633","96.3410186767578","96.4778366088867","96.5314712524414","96.8168869018555","96.9478378295898","97.0088119506836","97.1039962768555","97.2248077392578","97.3761367797852","97.45068359375","97.5384826660156","97.6184768676758","97.7007217407227","97.7848968505859","97.8596801757812","97.9292831420898",
"Lithuania","LTU","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","99.8099975585938","","",
"Luxembourg","LUX","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","100","","","","","","","","","","","100","","","","","","","","","","99.8600006103516","","",
"Macao SAR, China","MAC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","93","","","","","","","","","","","","","","","","","","","","95","","","","","96","","","","","98","","","","","98","","","","","98.4700012207031","","",
"St. Martin (French part)","MAF","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","44","","","","","","","","","","","","55","","","","","","","","","","66","","","","68","69","","76","80","","75","","","","","","","","85.620002746582","",
"Monaco","MCO","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","","","","","","","","","","","98","","","","","","","","","","","","","","100","","","","","","","99.6999969482422","","",
"Madagascar","MDG","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77","","","","","63","","","","67.4173126220703","","","75","","","","","","78","","","77.9036865234375","78.9300003051758","",
"Maldives","MDV","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","82","","","","","","","","92","","","","","96","","","","","96","","","","","96","","","","","","98","","","","","","","","99","","97","93.984489440918","","98.1620635986328","","97.5699996948242","","",
"Middle East & North Africa","MEA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","58.0720710754395","58.5400390625","59.0200386047363","59.5267295837402","60.1206588745117","60.7134284973145","61.3724899291992","62.0277786254883","62.8223609924316","63.1649284362793","64.0036468505859","64.8237380981445","65.6395797729492","66.4244613647461","67.2665634155273","68.0915222167969","70.1664810180664","71.2219924926758","72.0904388427734","73.2208786010742","73.9912490844727","75.0502319335938","75.9296493530273","76.7474975585938","77.6981887817383","78.5037002563477","79.2605133056641","80.1548690795898","80.9152526855469","83.7544708251953","84.3043518066406","84.6551208496094","82.9033889770508","83.4963531494141","84.6644592285156","83.6758117675781","84.1134185791016","84.7561569213867","85.3765106201172","85.8124923706055","86.0644912719727","86.6095809936523","85.2092208862305","85.5211410522461","85.7437286376953","85.9089126586914","86.1472930908203","86.447639465332","86.6345672607422","86.8758697509766",
"Mexico","MEX","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","86","","","","","","","","","","90","","","","","","","","","","93","","92","","92","93","94","94","95","95","94","95","95","95","96","96","96","96","96","","96","","","",
"Marshall Islands","MHL","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","","","","","","","","","","","","",
